검증순서,진행률,판정,Ticker,Strategy,분할수,첫매수LOC여유율,지정가매도%,FinalAsset,Return,CAGR,MDD,WinRate,Trades,CompletedCycles,ActiveT,AvgHoldDays,ProfitFactor,StabilityScore,OverfitRisk,MDD_Worse,Score
11,15.7%,관찰,SOXL,raor4_step24w,20,10.5,17.5,12107367782,12007.37,34.62,-69.08,80.26,1018,97,2.5,2.9,4.47,42.7,높음,28.67,80.13
18,25.7%,관찰,SOXL,raor4_step24w,20,11.0,17.5,12107367782,12007.37,34.62,-69.08,80.26,1018,97,2.5,2.9,4.47,42.7,높음,28.67,80.13
25,35.7%,관찰,SOXL,raor4_step24w,20,11.5,17.5,12107367782,12007.37,34.62,-69.08,80.26,1018,97,2.5,2.9,4.47,42.7,높음,28.67,80.13
32,45.7%,관찰,SOXL,raor4_step24w,20,12.0,17.5,12107367782,12007.37,34.62,-69.08,80.26,1018,97,2.5,2.9,4.47,42.7,높음,28.67,80.13
29,41.4%,관찰,SOXL,raor4_step24w,20,12.0,10.0,5352491055,5252.49,27.98,-62.75,81.63,1089,145,2.5,4.1,3.59,53.9,보통,23.03,80.05
8,11.4%,관찰,SOXL,raor4_step24w,20,10.5,10.0,5337450180,5237.45,27.96,-62.75,81.62,1088,145,2.5,4.1,3.59,53.9,보통,23.03,79.99
15,21.4%,관찰,SOXL,raor4_step24w,20,11.0,10.0,5337450180,5237.45,27.96,-62.75,81.62,1088,145,2.5,4.1,3.59,53.9,보통,23.03,79.99
22,31.4%,관찰,SOXL,raor4_step24w,20,11.5,10.0,5337450180,5237.45,27.96,-62.75,81.62,1088,145,2.5,4.1,3.59,53.9,보통,23.03,79.99
1,1.4%,관찰,SOXL,raor4_step24w,20,10.0,10.0,5322008354,5222.01,27.93,-62.75,81.62,1088,145,2.5,4.1,3.58,53.9,보통,23.03,79.93
3,4.3%,관찰,SOXL,raor4_step24w,20,10.0,15.0,10691808068,10591.81,33.59,-69.08,78.96,1003,107,2.5,2.9,4.13,41.3,높음,29.36,75.74
10,14.3%,관찰,SOXL,raor4_step24w,20,10.5,15.0,10691808068,10591.81,33.59,-69.08,78.96,1003,107,2.5,2.9,4.13,41.3,높음,29.36,75.74
17,24.3%,관찰,SOXL,raor4_step24w,20,11.0,15.0,10691808068,10591.81,33.59,-69.08,78.96,1003,107,2.5,2.9,4.13,41.3,높음,29.36,75.74
24,34.3%,관찰,SOXL,raor4_step24w,20,11.5,15.0,10691808068,10591.81,33.59,-69.08,78.96,1003,107,2.5,2.9,4.13,41.3,높음,29.36,75.74
31,44.3%,관찰,SOXL,raor4_step24w,20,12.0,15.0,10691808068,10591.81,33.59,-69.08,78.96,1003,107,2.5,2.9,4.13,41.3,높음,29.36,75.74
30,42.9%,관찰,SOXL,raor4_step24w,20,12.0,12.5,7533927915,7433.93,30.72,-69.08,77.7,982,124,2.5,2.8,3.4,41.3,높음,29.36,66.38
2,2.9%,관찰,SOXL,raor4_step24w,20,10.0,12.5,7512390213,7412.39,30.7,-69.08,77.7,982,124,2.5,2.8,3.4,41.3,높음,29.36,66.32
9,12.9%,관찰,SOXL,raor4_step24w,20,10.5,12.5,7512390213,7412.39,30.7,-69.08,77.7,982,124,2.5,2.8,3.4,41.3,높음,29.36,66.32
16,22.9%,관찰,SOXL,raor4_step24w,20,11.0,12.5,7512390213,7412.39,30.7,-69.08,77.7,982,124,2.5,2.8,3.4,41.3,높음,29.36,66.32
23,32.9%,관찰,SOXL,raor4_step24w,20,11.5,12.5,7512390213,7412.39,30.7,-69.08,77.7,982,124,2.5,2.8,3.4,41.3,높음,29.36,66.32
