Date,Close,Action,CurrentSplit,BuyAmount,SellAmount,Shares,AvgPrice,Cash,StockValue,TotalAsset,Peak,Drawdown
2016-05-25,101.77677917480467,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,103193394.27890976,195987581.40025675,200927921.69863415,-0.02458762454024317
2016-05-26,102.07491302490234,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,103495677.80753447,196289864.92888147,200927921.69863415,-0.023083186898778387
2016-05-27,102.60598754882812,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,104034144.27486914,196828331.39621612,200927921.69863415,-0.02040328824267081
2016-05-31,102.80160522460938,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,104232484.72254775,197026671.84389472,200927921.69863415,-0.019416165865642092
2016-06-01,102.81092834472656,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,104241937.60971871,197036124.7310657,200927921.69863415,-0.01936911970555117
2016-06-02,103.02523040771484,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,104459222.50967366,197253409.63102064,200927921.69863415,-0.018287712511777254
2016-06-03,102.5407257080078,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,103967974.06467246,196762161.18601942,200927921.69863415,-0.020732611363306827
2016-06-06,102.9134292602539,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,104345865.21949103,197140052.34083802,200927921.69863415,-0.018851881439740596
2016-06-07,102.6525421142578,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,104081346.82602884,196875533.94737583,200927921.69863415,-0.020168365436718
2016-06-08,102.82958984375,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,104260858.85523438,197055045.97658136,200927921.69863415,-0.019274950386744132
2016-06-09,102.66187286376952,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,104090807.44878668,196884994.57013366,200927921.69863415,-0.020121280777314555
2016-06-10,101.49725341796876,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,102909977.84669259,195704164.96803957,200927921.69863415,-0.025998162358089452
2016-06-13,100.64946746826172,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,102050391.69667324,194844578.81802022,200927921.69863415,-0.030276244482029476
2016-06-14,100.64946746826172,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,102050391.69667324,194844578.81802022,200927921.69863415,-0.030276244482029476
2016-06-15,100.36066436767578,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,101757568.79080638,194551755.91215336,200927921.69863415,-0.031733597464090664
2016-06-16,100.65877532958984,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,102059829.11267044,194854016.23401743,200927921.69863415,-0.030229275320563895
2016-06-17,99.47892761230467,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,100863559.27915795,193657746.40050495,200927921.69863415,-0.0361830015294416
2016-06-20,100.10482025146484,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,101498163.62027383,194292350.7416208,200927921.69863415,-0.033024633415388804
2016-06-21,100.42243957519533,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,101820203.83779757,194614390.95914453,200927921.69863415,-0.031421868529348015
2016-06-22,100.17953491210938,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,101573918.22261848,194368105.34396547,200927921.69863415,-0.03264760964634647
2016-06-23,101.60881042480467,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,103023087.59809493,195817274.7194419,200927921.69863415,-0.025435225408132003
2016-06-24,97.4237823486328,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,98779808.76932627,191573995.89067325,200927921.69863415,-0.04655363838377114
2016-06-27,95.49005126953124,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,96819162.38914971,189613349.51049668,200927921.69863415,-0.05631159717616482
2016-06-28,97.5825653076172,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,98940801.80353408,191734988.92488104,200927921.69863415,-0.045752390688345024
2016-06-29,99.31078338623048,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,100693074.67984484,193487261.8011918,200927921.69863415,-0.03703148788152184
2016-06-30,100.45977783203124,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,101858061.80000266,194652248.92134964,200927921.69863415,-0.0312334528931086
2016-07-01,100.9642333984375,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,102369538.80470276,195163725.92604974,200927921.69863415,-0.028687878338929697
2016-07-05,100.3476791381836,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,101744402.82193162,194538589.9432786,200927921.69863415,-0.03179912329426622
2016-07-06,101.16975402832033,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,102577920.04415545,195372107.16550243,200927921.69863415,-0.02765078385404653
2016-07-07,101.4687042236328,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,102881031.28057659,195675218.40192357,200927921.69863415,-0.0261422267861256
2016-07-08,103.03807067871094,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,104472241.50239764,197266428.6237446,200927921.69863415,-0.018222918168542577
2016-07-11,103.62660217285156,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,105068964.67454775,197863151.79589474,200927921.69863415,-0.015253081188667066
2016-07-12,104.14971160888672,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,105599355.18917662,198393542.3105236,200927921.69863415,-0.012613375814993942
2016-07-13,103.8974838256836,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,105343616.68682657,198137803.80817354,200927921.69863415,-0.013886163092083468
2016-07-14,104.60748291015624,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,106063498.13773997,198857685.25908697,200927921.69863415,-0.010303378555083387
2016-07-15,104.43933868408205,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,105893013.53842685,198687200.65977383,200927921.69863415,-0.011151864907163637
2016-07-18,105.13058471679688,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,106593880.91678198,199388068.03812897,200927921.69863415,-0.007663711680722785
2016-07-19,104.7475814819336,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,106205546.71967143,198999733.8410184,200927921.69863415,-0.009596415676402462
2016-07-20,105.9713363647461,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,107446334.85569523,200240521.9770422,200927921.69863415,-0.003421125923070861
2016-07-21,105.7284698486328,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,107200087.91845055,199994275.03979754,200927921.69863415,-0.004646674543505965
2016-07-22,106.16751098632812,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,107645240.0012163,200439427.1225633,200927921.69863415,-0.0024311930962164817
2016-07-25,106.1768798828125,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,107654739.30190855,200448926.42325553,200927921.69863415,-0.0023839159402496857
2016-07-26,106.2983169555664,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,107777866.63832434,200572053.75967133,200927921.69863415,-0.0017711223803756502
2016-07-27,107.03629302978516,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,108526114.48633748,201320301.60768446,201320301.60768446,0.0
2016-07-28,107.4099349975586,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,108904957.11834265,201699144.23968965,201699144.23968965,0.0
2016-07-29,107.64347839355467,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,109141751.16841635,201935938.28976333,201935938.28976333,0.0
2016-08-01,108.21331024169922,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,109719514.41711637,202513701.53846335,202513701.53846335,0.0
2016-08-02,107.39127349853516,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,108886035.87282698,201680222.99417394,202513701.53846335,-0.004115664954803603
2016-08-03,107.74623107910156,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,109245934.05255583,202040121.1739028,202513701.53846335,-0.0023385102388768374
2016-08-04,108.05453491210938,관망,40,0.0,0.0,1013918.8439208909,98.627223075659,92794187.12134698,109558529.11849548,202352716.23984247,202513701.53846335,-0.0007949353421417947
2016-08-05,109.09144592285156,목표수익 전량매도,0,0.0,110609872.73175605,0.0,98.627223075659,203404059.85310304,0.0,203404059.85310304,203404059.85310304,0.0
2016-08-08,108.96998596191406,1차 매수,1,2500000.0,0.0,22942.097109875478,0.0,200904059.85310304,2500000.0,203404059.85310304,203404059.85310304,0.0
2016-08-09,109.22222137451172,2차 매수,2,2500000.0,0.0,45831.21224174739,108.96998596191406,198404059.85310304,5005786.809330365,203409846.66243342,203409846.66243342,0.0
2016-08-10,108.94197845458984,3차 매수,3,2500000.0,0.0,68779.20745409862,109.09595787312666,195904059.85310304,7492942.936588177,203397002.7896912,203409846.66243342,-6.314282692283214e-05
2016-08-11,109.40906524658205,4차 매수,4,2500000.0,0.0,91629.2335864451,109.04458305957213,193404059.85310304,10025068.79595368,203429128.64905673,203429128.64905673,0.0
2016-08-12,109.4837875366211,5차 매수,5,2500000.0,0.0,114463.66465838603,109.13547574929537,190904059.85310304,12531915.542121781,203435975.3952248,203435975.3952248,0.0
2016-08-15,109.9508819580078,6차 매수,6,2500000.0,0.0,137201.09027498812,109.20496069478415,188404059.85310304,15085380.881335191,203489440.73443824,203489440.73443824,0.0
2016-08-16,109.34368896484376,7차 매수,7,2500000.0,0.0,160064.77837319928,109.32857727249791,185904059.85310304,17502073.340665754,203406133.1937688,203489440.73443824,-0.0004093949070220349
2016-08-17,109.53983306884766,8차 매수,8,2500000.0,0.0,182887.52631758136,109.33073582995159,183404059.85310304,20033469.103202343,203437528.95630538,203489440.73443824,-0.0002551079699540912
2016-08-18,109.5678482055664,9차 매수,9,2500000.0,0.0,205704.4387690298,109.3568293185305,180904059.85310304,22538592.722256288,203442652.57535934,203489440.73443824,-0.00022992917426097035
2016-08-19,109.53983306884766,10차 매수,10,2500000.0,0.0,228527.18671341188,109.38023571413339,178404059.85310304,25032829.884280518,203436889.73738354,203489440.73443824,-0.0002582492578731749
2016-08-22,109.62391662597656,11차 매수,11,2500000.0,0.0,251332.42919101552,109.39617451884027,175904059.85310304,27552045.263040043,203456105.11614308,203489440.73443824,-0.00016381989244673985
2016-08-23,109.8200912475586,12차 매수,12,2500000.0,0.0,274096.93404254084,109.41683923764444,173404059.85310304,30101350.307227883,203505410.16033092,203505410.16033092,0.0
2016-08-24,109.11013793945312,13차 매수,13,2500000.0,0.0,297009.5620275525,109.4503304270594,170904059.85310304,32406754.282162815,203310814.13526586,203505410.16033092,-0.0009562204017659911
2016-08-25,108.9326400756836,14차 매수,14,2500000.0,0.0,319959.52448382886,109.42408647767742,168404059.85310304,34854035.7193838,203258095.57248685,203505410.16033092,-0.0012152727912699125
2016-08-26,109.09144592285156,15차 매수,15,2500000.0,0.0,342876.0783790626,109.38883615502104,165904059.85310304,37404847.16272892,203308907.01583195,203505410.16033092,-0.0009655917468934112
2016-08-29,109.2409439086914,16차 매수,16,2500000.0,0.0,365761.27060231555,109.36895970485966,163404059.85310304,39956106.44583925,203360166.2989423,203505410.16033092,-0.0007137100742147048
2016-08-30,108.88591766357422,17차 매수,17,2500000.0,0.0,388721.0807746858,109.36094992815997,160904059.85310304,42326251.59532802,203230311.44843107,203505410.16033092,-0.0013518004837469008
2016-08-31,108.77383422851562,18차 매수,18,2500000.0,0.0,411704.54934257607,109.33289214801874,158404059.85310304,44782682.4013151,203186742.25441813,203505410.16033092,-0.0015658940254302109
2016-09-01,109.05409240722656,19차 매수,19,2500000.0,0.0,434628.9526805505,109.3016826553351,155904059.85310304,47398065.968480855,203302125.8215839,203505410.16033092,-0.0009989136828690097
2016-09-02,109.40906524658205,20차 매수,20,2500000.0,0.0,457478.978812897,109.2886235651038,153404059.85310304,50052347.44187997,203456407.29498303,203505410.16033092,-0.00024079391948000466
2016-09-06,110.09101104736328,21차 매수,21,2500000.0,0.0,480187.463149774,109.29463935095771,150904059.85310304,52864323.31042712,203768383.16353017,203768383.16353017,0.0
2016-09-07,110.15638732910156,22차 매수,22,2500000.0,0.0,502882.47031745675,109.33230046371466,148404059.85310304,55395716.181305185,203799776.0344082,203799776.0344082,0.0
2016-09-08,109.51182556152344,23차 매수,23,2500000.0,0.0,525711.055150019,109.36949137495272,145904059.85310304,57571577.367353305,203475637.22045636,203799776.0344082,-0.0015904767917758872
2016-09-09,106.75604248046876,24차 매수,24,2500000.0,0.0,549128.933350753,109.37567212390383,143404059.85310304,58622831.73604749,202026891.58915055,203799776.0344082,-0.008699148152931933
2016-09-12,108.67106628417967,25차 매수,25,2500000.0,0.0,572134.1369020129,109.26395670663985,140904059.85310304,62174426.71472057,203078486.56782362,203799776.0344082,-0.003539206375098348
2016-09-13,107.6995620727539,26차 매수,26,2500000.0,0.0,595346.858958498,109.24011690409608,138404059.85310304,64118595.99121982,202522655.84432286,203799776.0344082,-0.006266543638741443
2016-09-14,108.21331024169922,27차 매수,27,2500000.0,0.0,618449.3774418171,109.18005028818199,135904059.85310304,66924454.34989709,202828514.20300013,203799776.0344082,-0.004765764959644028
2016-09-15,109.89482879638672,28차 매수,28,2500000.0,0.0,641198.4005521948,109.14393717915952,133404059.85310304,70464388.45320044,203868448.3063035,203868448.3063035,0.0
2016-09-16,109.84236145019533,29차 매수,29,2500000.0,0.0,663958.289970027,109.17057799850495,130904059.85310304,72930746.47474131,203834806.32784435,203868448.3063035,-0.0001650180728731696
2016-09-19,109.36476135253906,30차 매수,30,2500000.0,0.0,686817.5726958514,109.19360612738619,128404059.85310304,75113639.93061194,203517699.78371498,203868448.3063035,-0.0017204649640612205
2016-09-20,109.57079315185548,31차 매수,31,2500000.0,0.0,709633.871894628,109.1993026701616,125904059.85310304,77755146.1909166,203659206.04401964,203868448.3063035,-0.0010263592234217834
2016-09-21,110.64779663085938,32차 매수,32,2500000.0,0.0,732228.0859334348,109.21124691115055,123404059.85310304,81019424.33976611,204423484.19286916,204423484.19286916,0.0
2016-09-22,111.528076171875,33차 매수,33,2500000.0,0.0,754643.9661835996,109.2555742354748,120904059.85310304,84163989.74317035,205068049.5962734,205068049.5962734,0.0
2016-09-23,110.81632232666016,34차 매수,34,2500000.0,0.0,777203.8197097849,109.32307643990137,118404059.85310304,86126868.99847099,204530928.85157403,205068049.5962734,-0.002619231741642896
2016-09-26,109.88919830322266,35차 매수,35,2500000.0,0.0,799954.0084326258,109.36642080804464,115904059.85310304,87906304.66611066,203810364.5192137,205068049.5962734,-0.0061330133072204415
2016-09-27,110.97554779052734,36차 매수,36,2500000.0,0.0,822481.4935387943,109.38128827111125,113404059.85310304,91275334.29303879,204679394.14614183,205068049.5962734,-0.0018952511173570366
2016-09-28,111.16285705566406,37차 매수,37,2500000.0,0.0,844971.0198627547,109.42495449079054,110904059.85310304,93929392.69718209,204833452.55028513,205068049.5962734,-0.0011439960854463841
2016-09-29,110.3574676513672,38차 매수,38,2500000.0,0.0,867624.6748731959,109.47121004815574,108404059.85310304,95748861.99084671,204152921.84394974,205068049.5962734,-0.004462556473937847
2016-09-30,111.18157196044922,39차 매수,39,2500000.0,0.0,890110.4155936935,109.49435020838283,105904059.85310304,98963875.2240756,204867935.07717866,205068049.5962734,-0.0009758444549929146
2016-10-03,111.02238464355467,40차 매수,40,2500000.0,0.0,912628.3970622633,109.53697237097109,103404059.85310304,101322180.93527734,204726240.78838038,205068049.5962734,-0.0016668067432539697
2016-10-04,110.85379791259766,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101168323.89723808,204572383.75034112,205068049.5962734,-0.0024170798274432046
2016-10-05,111.2471160888672,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101527277.2339824,204931337.08708543,205068049.5962734,-0.0006666689884509976
2016-10-06,111.19093322753906,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101476003.15930612,204880063.01240915,205068049.5962734,-0.0009167034271518133
2016-10-07,110.94745635986328,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101253799.25583744,204657859.10894048,205068049.5962734,-0.0020002652199622058
2016-10-10,111.64984130859376,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101894815.705718,205298875.55882102,205298875.55882102,0.0
2016-10-11,110.05776977539062,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100441846.01436237,203845905.8674654,205298875.55882102,-0.007077338769638412
2016-10-12,109.96414184570312,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100356398.5069714,203760458.36007446,205298875.55882102,-0.007493549073559264
2016-10-13,109.57079315185548,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,99997417.31901869,203401477.17212173,205298875.55882102,-0.009242127515480024
2016-10-14,109.70189666748048,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100117066.11033276,203521125.9634358,205298875.55882102,-0.008659324560576434
2016-10-17,109.4021987915039,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,99843553.3181773,203247613.17128032,205298875.55882102,-0.009991590952250405
2016-10-18,110.37621307373048,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100732466.41128148,204136526.2643845,205298875.55882102,-0.005661742137031261
2016-10-19,110.36682891845705,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100723902.1646965,204127962.01779956,205298875.55882102,-0.005703458130660745
2016-10-20,110.23570251464844,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100604232.48497611,204008292.33807915,205298875.55882102,-0.006286362831890415
2016-10-21,110.64779663085938,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100980321.2776925,204384381.13079554,205298875.55882102,-0.004454454149036333
2016-10-24,111.97759246826172,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102193930.72120106,205597990.5743041,205597990.5743041,0.0
2016-10-25,111.62174224853516,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101869171.70557776,205273231.5586808,205597990.5743041,-0.001579582634616907
2016-10-26,110.86315155029295,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101176860.29261464,204580920.14571768,205597990.5743041,-0.004946888954242231
2016-10-27,110.3574676513672,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100715358.80651782,204119418.65962088,205597990.5743041,-0.007191567926092448
2016-10-28,109.66443634033205,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100082878.75201385,203486938.6051169,205597990.5743041,-0.010267862848709388
2016-10-31,109.56145477294922,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,99988894.84924631,203392954.70234936,205597990.5743041,-0.010724987466051272
2016-11-01,108.73729705810548,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,99236745.11502197,202640804.96812502,205597990.5743041,-0.014383339048784853
2016-11-02,107.86637115478516,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,98441913.40391473,201845973.2570178,205597990.5743041,-0.018249289824310396
2016-11-03,106.80812072753906,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,97476124.01280668,200880183.86590973,205597990.5743041,-0.02294675495230261
2016-11-04,106.43350219726562,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,97134236.5040134,200538296.35711646,205597990.5743041,-0.024609648192836033
2016-11-07,108.96207427978516,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,99441883.1905396,202845943.04364264,205597990.5743041,-0.013385576011584901
2016-11-08,109.67381286621094,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100091436.03579672,203495495.88889974,205597990.5743041,-0.010226241411851293
2016-11-09,110.17951965332033,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100552958.41029987,203957018.2634029,205597990.5743041,-0.00798146084170088
2016-11-10,108.40018463134766,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,98929086.7413602,202333146.59446323,205597990.5743041,-0.01587974654188531
2016-11-11,108.4469757080078,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,98971789.60664937,202375849.4597524,205597990.5743041,-0.015672045750793444
2016-11-14,107.35128021240234,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,97971826.78282662,201375886.63592964,205597990.5743041,-0.020535725697419065
2016-11-15,108.84032440185548,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,99330770.79460211,202734830.64770514,205597990.5743041,-0.013926011234843301
2016-11-16,109.4865493774414,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,99920534.0582127,203324593.91131574,205597990.5743041,-0.01105748483551812
2016-11-17,110.28253173828124,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100646970.16427578,204051030.0173788,205597990.5743041,-0.007524200759959363
2016-11-18,109.8704833984375,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100270923.14837202,203674983.00147507,205597990.5743041,-0.009353241086926157
2016-11-21,111.01299285888672,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101313609.72589028,204717669.57899332,205597990.5743041,-0.00428175875090876
2016-11-22,111.35016632080078,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101621323.80196884,205025383.65507188,205597990.5743041,-0.0027850803290087435
2016-11-23,110.90061950683594,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101211054.61373566,204615114.46683872,205597990.5743041,-0.004780572537308774
2016-11-25,111.25650787353516,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101535848.44336946,204939908.2964725,205597990.5743041,-0.0032008205721922164
2016-11-28,111.00363159179688,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101305066.3677116,204709126.22081465,205597990.5743041,-0.004323312455567112
2016-11-29,111.38761138916016,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101655497.23468354,205059557.08778659,205597990.5743041,-0.0026188655103753376
2016-11-30,110.0390396118164,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,100424752.3352029,203828812.18830594,205597990.5743041,-0.008605037340376
2016-12-01,108.1379623413086,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,98689775.23312786,202093835.0862309,205597990.5743041,-0.01704372439771867
2016-12-02,108.35333251953124,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,98886328.1736542,202290388.02675724,205597990.5743041,-0.016087718261776882
2016-12-05,109.1961898803711,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,99655543.7358296,203059603.58893263,205597990.5743041,-0.012346360868026506
2016-12-06,109.45841217041016,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,99894855.24406196,203298915.097165,205597990.5743041,-0.011182383012193002
2016-12-07,110.84444427490234,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101159787.5018615,204563847.35496455,205597990.5743041,-0.0050299286313589
2016-12-08,111.04109191894533,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101339253.72603051,204743313.57913357,205597990.5743041,-0.004157029904733671
2016-12-09,111.91205596923828,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102134120.25114824,205538180.10425127,205597990.5743041,-0.00029090979870847783
2016-12-12,111.4063491821289,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101672597.87664509,205076657.72974813,205597990.5743041,-0.0025356903688587454
2016-12-13,112.8110809326172,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102954595.9623957,206358655.81549874,206358655.81549874,0.0
2016-12-14,112.57698059082033,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102740949.34270988,206145009.19581294,206358655.81549874,-0.001035316976850325
2016-12-15,112.7549057006836,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102903328.85052152,206307388.70362455,206358655.81549874,-0.00024843693457680726
2016-12-16,112.3369369506836,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102521878.70018691,205925938.55328995,206358655.81549874,-0.0020969183991762074
2016-12-19,112.79715728759766,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102941888.84856024,206345948.7016633,206358655.81549874,-6.15778087196651e-05
2016-12-20,113.229248046875,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,103336227.14558494,206740286.99868798,206740286.99868798,0.0
2016-12-21,113.14471435546876,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,103259079.29829912,206663139.15140218,206740286.99868798,-0.0003731631043266218
2016-12-22,112.82534790039062,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102967616.40232569,206371676.25542873,206740286.99868798,-0.001782965229518088
2016-12-23,112.90048217773438,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,103036186.07742235,206440245.9305254,206740286.99868798,-0.0014512946292102923
2016-12-27,113.48283386230467,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,103567656.76183826,206971716.6149413,206971716.6149413,0.0
2016-12-28,112.59993743896484,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102761900.41423362,206165960.26733667,206971716.6149413,-0.0038930746711817376
2016-12-29,112.44023895263672,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102616155.04064271,206020214.89374575,206971716.6149413,-0.004597254817022955
2016-12-30,111.28496551513672,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,101561819.69520847,204965879.54831153,206971716.6149413,-0.009691358314244981
2017-01-03,112.28057098388672,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,102470437.51826021,205874497.37136325,206971716.6149413,-0.00530130039757731
2017-01-04,112.89110565185548,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,103027628.79363948,206431688.64674252,206971716.6149413,-0.0026091872697923575
2017-01-05,113.52982330322266,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,103610540.65998209,207014600.51308513,207014600.51308513,0.0
2017-01-06,114.5254364013672,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,104519165.44583593,207923225.298939,207923225.298939,0.0
2017-01-09,114.9011459350586,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,104862048.63532972,208266108.48843277,208266108.48843277,0.0
2017-01-10,115.15472412109376,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,105093471.28878096,208497531.141884,208497531.141884,0.0
2017-01-11,115.4647216796875,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,105376383.86377357,208780443.71687663,208780443.71687663,0.0
2017-01-12,115.2862548828125,관망,40,0.0,0.0,912628.3970622633,109.57362308897953,103404059.85310304,105213509.9970127,208617569.85011575,208780443.71687663,-0.0007801203209518515
