Date,Close,Action,CurrentSplit,BuyAmount,SellAmount,Shares,AvgPrice,Cash,StockValue,TotalAsset,Peak,Drawdown
2012-10-12,59.36497497558594,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,102818890.88508365,143850433.00294745,149277838.8316329,-0.03635774654271965
2012-10-15,59.80120849609375,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103574438.1882528,144605980.3061166,149277838.8316329,-0.03129639712151503
2012-10-16,60.64699172973633,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105039317.0001801,146070859.1180439,149277838.8316329,-0.0214832940956902
2012-10-17,60.61138534545898,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104977647.48981087,146009189.60767466,149277838.8316329,-0.02189641308811343
2012-10-18,59.90803909301758,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103759466.54028726,144791008.65815106,149277838.8316329,-0.030056907365482735
2012-10-19,58.47466278076172,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101276888.84682898,142308430.96469277,149277838.8316329,-0.04668749173680614
2012-10-22,58.77736282348633,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101801158.96867459,142832701.08653837,149277838.8316329,-0.04317544918615725
2012-10-23,58.21648788452149,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100829735.34433515,141861277.46219897,149277838.8316329,-0.04968293637878098
2012-10-24,58.01170349121094,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100475053.07251704,141506595.19038084,149277838.8316329,-0.052058923830060805
2012-10-25,58.01170349121094,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100475053.07251704,141506595.19038084,149277838.8316329,-0.052058923830060805
2012-10-26,58.18087387084961,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100768052.62001471,141799594.7378785,149277838.8316329,-0.05009614389037982
2012-10-31,57.82474136352539,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100151238.59076162,141182780.70862544,149277838.8316329,-0.05422813048718979
2012-11-01,58.643821716308594,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101569868.5733998,142601410.69126362,149277838.8316329,-0.04472484457588837
2012-11-02,58.02061080932617,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100490480.36057276,141522022.47843656,149277838.8316329,-0.05195557769257339
2012-11-05,58.403438568115234,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101153530.00516373,142185072.12302753,149277838.8316329,-0.047513862500415414
2012-11-06,58.5102653503418,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101338551.75022256,142370093.86808637,149277838.8316329,-0.04627441700397092
2012-11-07,57.13030624389648,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,98948491.5362693,139980033.6541331,149277838.8316329,-0.062285234367484274
2012-11-08,56.23111724853516,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,97391115.06576385,138422657.18362767,149277838.8316329,-0.07271797162235555
2012-11-09,56.471492767333984,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,97807440.42004868,138838982.5379125,149277838.8316329,-0.06992904221700431
2012-11-12,56.46257781982422,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,97791999.91804175,138823542.03590554,149277838.8316329,-0.07003247687366734
2012-11-13,56.07086563110352,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,97113562.62724875,138145104.74511254,149277838.8316329,-0.0745772726457859
2012-11-14,55.41204452514648,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,95972498.29707687,137004040.41494066,149277838.8316329,-0.08222116901448175
2012-11-15,55.22508239746094,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,95648683.81532145,136680225.93318525,149277838.8316329,-0.08439037567161074
2012-11-16,55.46546936035156,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,96065028.99053314,137096571.10839695,149277838.8316329,-0.08160131348749589
2012-11-19,56.78310012817383,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,98347137.82995002,139378679.9478138,149277838.8316329,-0.066313653528868
2012-11-20,56.800899505615234,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,98377965.97815901,139409508.0960228,149277838.8316329,-0.0661071382922442
2012-11-21,56.91664123535156,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,98578428.2252248,139609970.3430886,149277838.8316329,-0.06476425813913668
2012-11-23,57.780250549316406,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100074181.43419036,141105723.55205417,149277838.8316329,-0.054744330059573604
2012-11-26,58.02951431274414,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100505901.04165287,141537443.1595167,149277838.8316329,-0.05185227581467358
2012-11-27,57.83364486694336,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100166659.27184172,141198201.38970554,149277838.8316329,-0.05412482860929018
2012-11-28,58.332218170166016,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101030177.77047409,142061719.8883379,149277838.8316329,-0.04834018900443688
2012-11-29,58.67942428588867,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101631531.4767934,142663073.59465718,149277838.8316329,-0.04431176984305335
2012-11-30,58.58150863647461,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101461943.62676589,142493485.74462968,149277838.8316329,-0.045447824942422624
2012-12-03,58.46573638916016,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101261428.5238952,142292970.641759,149277838.8316329,-0.04679105917223238
2012-12-04,58.43013000488281,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101199759.013526,142231301.1313898,149277838.8316329,-0.04720417816465541
2012-12-05,57.780250549316406,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100074181.43419036,141105723.55205417,149277838.8316329,-0.054744330059573604
2012-12-06,58.1541748046875,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100721810.39770122,141753352.51556504,149277838.8316329,-0.050405916745315235
2012-12-07,57.80693435668945,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100120397.2286014,141151939.3464652,149277838.8316329,-0.054434734242989204
2012-12-10,57.976104736328125,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100413396.77609906,141444938.89396286,149277838.8316329,-0.05247195430330823
2012-12-11,58.732852935791016,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101724068.77722527,142755610.8950891,149277838.8316329,-0.04369187005647968
2012-12-12,58.608184814453125,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101508146.2072257,142539688.3250895,149277838.8316329,-0.04513831764501364
2012-12-13,58.14524841308594,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100706350.07476744,141737892.19263124,149277838.8316329,-0.05050948418074167
2012-12-14,57.59326553344727,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,99750327.31058127,140781869.42844507,149277838.8316329,-0.056913802274229416
2012-12-17,58.35892105102539,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101076426.59976318,142107968.717627,149277838.8316329,-0.04803037188991366
2012-12-18,59.24922180175781,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,102618408.81709102,143649950.93495482,149277838.8316329,-0.03770075947459058
2012-12-19,58.99103164672852,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,102171228.88669473,143202771.00455853,149277838.8316329,-0.04069638115491684
2012-12-20,58.99103164672852,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,102171228.88669473,143202771.00455853,149277838.8316329,-0.04069638115491684
2012-12-21,58.37062454223633,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,101096696.80094303,142128238.91880685,149277838.8316329,-0.04789458347457678
2012-12-24,58.25423431396485,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100895111.3680231,141926653.4858869,149277838.8316329,-0.04924498775760845
2012-12-26,57.74394607543945,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100011302.84728403,141042844.96514785,149277838.8316329,-0.05516554855656185
2012-12-27,57.6544303894043,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,99856263.55755575,140887805.67541957,149277838.8316329,-0.0562041440436197
2012-12-28,57.099365234375,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,98894902.35707448,139926444.47493827,149277838.8316329,-0.06264422388404126
2012-12-31,58.30794525146485,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,100988137.58465031,142019679.7025141,149277838.8316329,-0.04862181276153866
2013-01-02,60.161128997802734,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104197812.94428933,145229355.06215313,149277838.8316329,-0.027120460754030438
2013-01-03,59.847755432128906,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103655056.5046793,144686598.6225431,149277838.8316329,-0.030756341631313213
2013-01-04,59.65084838867188,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103314017.63750151,144345559.7553653,149277838.8316329,-0.03304093303380822
2013-01-07,59.66872787475586,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103344984.53219835,144376526.65006214,149277838.8316329,-0.03283348834584112
2013-01-08,59.552337646484375,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103143399.0992784,144174941.21714222,149277838.8316329,-0.0341838926288726
2013-01-09,59.77616882324219,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103531070.00033085,144562612.11819464,149277838.8316329,-0.031586917055762505
2013-01-10,60.134273529052734,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104151299.83597572,145182841.95383954,149277838.8316329,-0.027432048252065237
2013-01-11,60.2148323059082,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104290825.94696532,145322368.0648291,149277838.8316329,-0.026497374277136252
2013-01-14,59.946266174316406,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103825675.04290241,144857217.1607662,149277838.8316329,-0.029613382036248644
2013-01-15,59.65084838867188,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103314017.63750151,144345559.7553653,149277838.8316329,-0.03304093303380822
2013-01-16,59.892555236816406,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103732648.8262752,144764190.944139,149277838.8316329,-0.030236557032318437
2013-01-17,60.17901611328125,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104228793.05293742,145260335.17080122,149277838.8316329,-0.026912927546887525
2013-01-18,60.04473876953125,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103996227.51136938,145027769.62923318,149277838.8316329,-0.028470865037062115
2013-01-22,60.14323806762695,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104166826.22866563,145198368.34652942,149277838.8316329,-0.027328038220761155
2013-01-23,60.5102767944336,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104802529.60119553,145834071.71905935,149277838.8316329,-0.02306951346246184
2013-01-24,59.67771530151367,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103360550.56674194,144392092.68460575,149277838.8316329,-0.03272921275701001
2013-01-25,59.98207473754883,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103887694.72297908,144919236.8408429,149277838.8316329,-0.029197917285672777
2013-01-28,60.11636734008789,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104120286.69244958,145151828.8103134,149277838.8316329,-0.02763980275714697
2013-01-29,60.12533950805664,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104135826.29909071,145167368.41695452,149277838.8316329,-0.02753570420666728
2013-01-30,59.99997329711914,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103918694.652554,144950236.7704178,149277838.8316329,-0.02899025129976665
2013-01-31,59.86569213867188,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103686122.50401038,144717664.62187418,149277838.8316329,-0.030548233049528844
2013-02-01,60.57295989990234,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104911095.42446385,145942637.54232764,149277838.8316329,-0.022342239915912554
2013-02-04,59.51654815673828,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103081412.45407979,144112954.57194358,149277838.8316329,-0.03459913608150964
2013-02-05,60.39388275146485,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104600937.56129996,145632479.67916375,149277838.8316329,-0.02441996200508152
2013-02-06,60.19694900512695,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104259852.44529285,145291394.56315666,149277838.8316329,-0.02670486322469116
2013-02-07,60.25065994262695,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104352878.66192007,145384420.77978387,149277838.8316329,-0.026081688228621364
2013-02-08,60.8683967590332,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105422785.86474285,146454327.98260665,149277838.8316329,-0.01891446762041375
2013-02-11,60.88629913330078,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105453792.40129338,146485334.51915717,149277838.8316329,-0.01870675737491982
2013-02-12,60.63561630249024,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105019614.99890295,146051157.11676675,149277838.8316329,-0.0216152761864771
2013-02-13,60.850467681884766,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105391733.07936302,146423275.19722682,149277838.8316329,-0.01912248768302231
2013-02-14,60.83256912231445,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105360733.1497881,146392275.26765192,149277838.8316329,-0.019330153668928436
2013-02-15,60.65353775024414,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105050654.57033153,146082196.68819535,149277838.8316329,-0.021407344643044147
2013-02-19,61.0921745300293,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105810364.26813671,146841906.3860005,149277838.8316329,-0.01631811168153252
2013-02-20,60.15216827392578,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104182293.15857503,145213835.27643883,149277838.8316329,-0.027224426525746914
2013-02-21,59.5075798034668,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103065879.45441426,144097421.57227808,149277838.8316329,-0.03470319037240153
2013-02-22,60.10742568969727,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104104799.94161336,145136342.05947715,149277838.8316329,-0.027743547230924624
2013-02-25,59.364349365234375,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,102817807.34108315,143849349.45894694,149277838.8316329,-0.03636500511511718
2013-02-26,59.5881462097168,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,103205418.7793551,144236960.89721888,149277838.8316329,-0.03376842787829693
2013-02-27,60.19694900512695,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104259852.44529285,145291394.56315666,149277838.8316329,-0.02670486322469116
2013-02-28,60.07160949707031,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104042767.04758544,145074309.16544926,149277838.8316329,-0.0281591005006759
2013-03-01,60.322265625,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104476898.20114659,145508440.31901038,149277838.8316329,-0.025250891506233247
2013-03-04,60.590858459472656,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104942095.35403879,145973637.4719026,149277838.8316329,-0.022134573930006028
2013-03-05,61.48611068725586,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106492653.42571194,147524195.54357576,149277838.8316329,-0.011747512569732757
2013-03-06,61.33392333984375,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106229068.13364214,147260610.25150594,149277838.8316329,-0.013513248824577086
2013-03-07,61.495059967041016,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106508153.3904994,147539695.5083632,149277838.8316329,-0.011643679576779895
2013-03-08,61.566673278808594,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106632186.14367715,147663728.26154095,149277838.8316329,-0.01081279433521597
2013-03-11,61.7457160949707,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106942284.54406056,147973826.66192436,149277838.8316329,-0.008735470582336844
2013-03-12,61.52192687988281,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106554686.31973985,147586228.43760365,149277838.8316329,-0.011331959299981483
2013-03-13,61.441349029541016,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106415127.17387219,147446669.291736,149277838.8316329,-0.01226685457284949
2013-03-14,61.64725112915039,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106771745.2895448,147803287.4074086,149277838.8316329,-0.009877899062347963
2013-03-15,61.47587203979492,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106474920.30316737,147506462.42103118,149277838.8316329,-0.011866305303358728
2013-03-18,61.34124374389648,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106241746.91984296,147273289.03770676,149277838.8316329,-0.013428314675609926
2013-03-19,61.22461700439453,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106039751.85443503,147071293.97229883,149277838.8316329,-0.01478146305308448
2013-03-20,61.65535354614258,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106785778.50574625,147817320.62361005,149277838.8316329,-0.00978389169788389
2013-03-21,60.95539093017578,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105573457.94359112,146605000.06145492,149277838.8316329,-0.01790512772088444
2013-03-22,61.547630310058594,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106599204.12141842,147630746.23928222,149277838.8316329,-0.011033738197458834
2013-03-25,61.32331848144531,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106210700.74143876,147242242.85930258,149277838.8316329,-0.013636290478630485
2013-03-26,61.65535354614258,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106785778.50574625,147817320.62361005,149277838.8316329,-0.00978389169788389
2013-03-27,61.736106872558594,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106925641.5724921,147957183.6903559,149277838.8316329,-0.008846960483977479
2013-03-28,61.88862991333008,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,107189808.27841581,148221350.39627963,149277838.8316329,-0.00707732938540776
2013-04-01,61.46687698364258,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106459341.05467257,147490883.17253637,149277838.8316329,-0.011970669411365245
2013-04-02,61.951438903808594,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,107298592.13187937,148330134.24974316,149277838.8316329,-0.006348595272461326
2013-04-03,61.386138916015625,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106319504.41582917,147351046.53369296,149277838.8316329,-0.012907423586920638
2013-04-04,61.40407180786133,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106350563.80818461,147382105.9260484,149277838.8316329,-0.012699359264724272
2013-04-05,60.89259338378906,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105464693.91105437,146496236.02891818,149277838.8316329,-0.018633729055067858
2013-04-08,61.215633392333984,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106024192.42686705,147055734.54473084,149277838.8316329,-0.014885694382327782
2013-04-09,61.628414154052734,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106739120.04396915,147770662.16183296,149277838.8316329,-0.010096452906850186
2013-04-10,62.830814361572266,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,108821651.97105235,149853194.08891615,149853194.08891615,0.0
2013-04-11,62.80392074584961,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,108775072.79298262,149806614.9108464,149853194.08891615,-0.00031083206703023323
2013-04-12,62.759056091308594,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,108697368.15280132,149728910.2706651,149853194.08891615,-0.0008293704982844685
2013-04-15,61.5207405090332,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106552631.55032429,147584173.6681881,149853194.08891615,-0.015141622002275926
2013-04-16,62.337310791015625,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,107966914.1430093,148998456.2608731,149853194.08891615,-0.0057038345644863635
2013-04-17,61.116920471191406,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105853223.71893647,146884765.83680028,149853194.08891615,-0.01980890878011278
2013-04-18,60.27345657348633,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,104392361.94818173,145423904.06604552,149853194.08891615,-0.029557528284932574
2013-04-19,61.09897994995117,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,105822151.11262982,146853693.2304936,149853194.08891615,-0.020016262427097673
2013-04-22,61.72711944580078,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,106910075.5379485,147941617.65581232,149853194.08891615,-0.012756327582644559
2013-04-23,62.31935501098633,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,107935815.10880019,148967357.226664,149853194.08891615,-0.005911364570090713
2013-04-24,62.29244613647461,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,107889209.502828,148920751.6206918,149853194.08891615,-0.006222372995740599
2013-04-25,62.62447738647461,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,108464280.66015987,149495822.77802366,149853194.08891615,-0.0023848094334275216
2013-04-26,62.427040100097656,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,108122323.4233719,149153865.5412357,149853194.08891615,-0.0046667577019780925
2013-04-29,63.00130844116211,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,109116944.13908763,150148486.25695145,150148486.25695145,0.0
2013-04-30,63.458980560302734,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,109909622.64520033,150941164.76306415,150941164.76306415,0.0
2013-05-01,63.162841796875,관망,40,0.0,0.0,1731979.015023055,57.737420103019474,41031542.117863804,109396716.52140862,150428258.63927242,150941164.76306415,-0.0033980533050532976
2013-05-02,63.96148300170898,목표수익 전량매도,0,0.0,110779946.32871379,0.0,57.737420103019474,151811488.4465776,0.0,151811488.4465776,151811488.4465776,0.0
2013-05-03,64.71520233154297,1차 매수,1,2500000.0,0.0,38630.79940926755,0.0,149311488.4465776,2500000.0,151811488.4465776,151811488.4465776,0.0
2013-05-06,64.96649169921875,2차 매수,2,2500000.0,0.0,77112.17549425727,64.71520233154297,146811488.4465776,5009707.509156365,151821195.95573398,151821195.95573398,0.0
2013-05-07,64.93057250976562,3차 매수,3,2500000.0,0.0,115614.83923750391,64.84060354868814,144311488.4465776,7506937.702315643,151818426.14889324,151821195.95573398,-1.8243874468985072e-05
2013-05-08,65.24462127685547,4차 매수,4,2500000.0,0.0,153932.17407789844,64.87056548677965,141811488.4465776,10043246.400035473,151854734.84661308,151854734.84661308,0.0
2013-05-09,65.15491485595703,5차 매수,5,2500000.0,0.0,192302.26489187527,64.96367676155494,139311488.4465776,12529437.695637828,151840926.14221543,151854734.84661308,-9.093364399599792e-05
2013-05-10,65.54972076416016,6차 매수,6,2500000.0,0.0,230441.25268397728,65.00183451832096,136811488.4465776,15105359.765977982,151916848.2125556,151916848.2125556,0.0
2013-05-13,65.63045501708984,7차 매수,7,2500000.0,0.0,268533.3244111809,65.0925119755824,134311488.4465776,17623964.268357605,151935452.7149352,151935452.7149352,0.0
2013-05-14,65.97146606445312,8차 매수,8,2500000.0,0.0,306428.4955986385,65.16882043736153,131811488.44657761,20215537.098567,152027025.54514462,152027025.54514462,0.0
2013-05-15,66.10607147216797,9차 매수,9,2500000.0,0.0,344246.504509553,65.26808141954297,129311488.44657761,22756784.031152505,152068272.47773013,152068272.47773013,0.0
2013-05-16,66.0342788696289,10차 매수,10,2500000.0,0.0,382105.62923681375,65.36014078648579,126811488.44657761,25232069.67867879,152043558.1252564,152068272.47773013,-0.0001625214258770194
2013-05-17,66.67137908935547,11차 매수,11,2500000.0,0.0,419602.978686409,65.42693456239557,124311488.44657761,27975509.25902432,152286997.70560193,152286997.70560193,0.0
2013-05-20,66.57269287109375,12차 매수,12,2500000.0,0.0,457155.913563789,65.53814295144022,121811488.44657761,30434100.227886405,152245588.67446402,152286997.70560193,-0.00027191442317330694
2013-05-21,66.64448547363281,13차 매수,13,2500000.0,0.0,494668.39463754714,65.62312574310377,119311488.44657761,32966920.640687276,152278409.0872649,152286997.70560193,-5.639758131970346e-05
2013-05-22,66.06121826171875,14차 매수,14,2500000.0,0.0,532512.0806273452,65.70057911990388,116811488.44657761,35178396.78532503,151989885.23190263,152286997.70560193,-0.0019510035536564531
2013-05-23,65.90864562988281,15차 매수,15,2500000.0,0.0,570443.3713724021,65.7262084247309,114311488.44657761,37597150.01569928,151908638.46227688,152286997.70560193,-0.002484514430158318
2013-05-24,65.87279510498047,16차 매수,16,2500000.0,0.0,608395.3057941279,65.7383394775551,111811488.44657761,40076699.321408525,151888187.76798612,152286997.70560193,-0.0026188049119385947
2013-05-28,66.30347442626953,17차 매수,17,2500000.0,0.0,646100.7205047859,65.74672687158342,109311488.44657761,42838722.59878339,152150211.04536098,152286997.70560193,-0.0008982162778294529
2013-05-29,65.98942565917969,18차 매수,18,2500000.0,0.0,683985.578192621,65.77921777706048,106811488.44657761,45135815.464093,151947303.9106706,152286997.70560193,-0.002230615876924774
2013-05-30,66.33937072753906,19차 매수,19,2500000.0,0.0,721670.5904648611,65.79086085251829,104311488.44657761,47875172.84401044,152186661.29058805,152286997.70560193,-0.0006588639642620561
2013-05-31,65.72917938232422,20차 매수,20,2500000.0,0.0,759705.4484000006,65.819503562426,101811488.44657761,49934815.69561269,151746304.1421903,152286997.70560193,-0.0035504906627477207
2013-06-03,65.84588623046875,21차 매수,21,2500000.0,0.0,797672.8924290731,65.8149814580163,99311488.44657761,52523478.52401368,151834966.9705913,152286997.70560193,-0.0029682818744938447
2013-06-04,65.50487518310547,22차 매수,22,2500000.0,0.0,835837.9907215553,65.8164524560024,96811488.44657761,54751463.25551315,151562951.70209074,152286997.70560193,-0.004754483405805275
2013-06-05,64.65241241455078,23차 매수,23,2500000.0,0.0,874506.3080608994,65.80222556349713,94311488.44657761,56538942.48787946,150850430.93445706,152286997.70560193,-0.009433285787943682
2013-06-06,64.96649169921875,24차 매수,24,2500000.0,0.0,912987.6841458891,65.75138391797144,91811488.44657761,59313606.80355286,151125095.25013047,152286997.70560193,-0.007629689159133742
