Date,Close,WeeklyRSI,WeeklyMode,PrevSplit,Action,BuySplitsToday,CurrentSplit,BuyAmount,SellAmount,Shares,Cash,StockValue,TotalAsset
2008-09-26,35.4083251953125,27.917154061034367,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,83540110.62614422,106432097.2249446
2008-09-29,32.59840774536133,27.917154061034367,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,76910573.26947957,99802559.86827996
2008-09-30,33.53794479370117,27.917154061034367,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,79127256.16884649,102019242.76764688
2008-10-01,33.184539794921875,27.917154061034367,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,78293455.28922275,101185441.88802314
2008-10-02,31.676143646240234,27.917154061034367,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,74734643.04849027,97626629.64729066
2008-10-03,31.18484306335449,22.897355817586288,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,73575500.25315699,96467486.85195738
2008-10-06,30.04708671569824,22.897355817586288,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,70891151.56892768,93783138.16772807
2008-10-07,28.142210006713867,22.897355817586288,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,66396908.756822385,89288895.35562277
2008-10-08,27.91811180114746,22.897355817586288,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,65868185.95559212,88760172.55439252
2008-10-09,27.16822052001953,22.897355817586288,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,64098941.00437082,86990927.60317121
2008-10-10,26.995834350585938,18.759806076284704,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,63692224.23407845,86584210.83287884
2008-10-13,30.27981948852539,18.759806076284704,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,71440246.20927185,94332232.80807224
2008-10-14,28.96965408325196,18.759806076284704,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,68349126.75385126,91241113.35265166
2008-10-15,26.375244140625,18.759806076284704,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,62228043.86102589,85120030.45982629
2008-10-16,27.806047439575195,18.759806076284704,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,65603788.554377705,88495775.1531781
2008-10-17,27.84052848815918,22.411020885550485,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,65685140.908586,88577127.50738639
2008-10-20,28.616268157958984,22.411020885550485,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,67515370.8749766,90407357.473777
2008-10-21,27.13374710083008,22.411020885550485,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,64017606.65046217,86909593.24926257
2008-10-22,26.383867263793945,22.411020885550485,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,62248388.699690334,85140375.29849073
2008-10-23,26.280431747436523,22.411020885550485,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,62004349.63736509,84896336.23616548
2008-10-24,25.435731887817383,19.809068449603583,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,60011419.46263281,82903406.0614332
2008-10-27,24.72894287109375,19.809068449603583,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,58343867.20420934,81235853.80300973
2008-10-28,27.46128463745117,19.809068449603583,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,64790377.514167495,87682364.11296788
2008-10-29,27.39232444763184,19.809068449603583,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,64627677.30582583,87519663.90462622
2008-10-30,28.30597877502441,19.809068449603583,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,66783294.188675046,89675280.78747544
2008-10-31,28.34906578063965,27.6480105941651,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,66884950.8808736,89776937.47967398
2008-11-03,28.28873443603516,27.6480105941651,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,66742609.01142109,89634595.61022148
2008-11-04,29.0903434753418,27.6480105941651,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,68633873.493805,91525860.0926054
2008-11-05,27.573341369628903,27.6480105941651,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,65054756.91508226,87946743.51388265
2008-11-06,26.34076690673828,27.6480105941651,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,62146700.50696742,85038687.10576782
2008-11-07,26.8837833404541,26.39604844339928,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,63427858.3333884,86319844.9321888
2008-11-10,26.521785736083984,26.39604844339928,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,62573784.61629878,85465771.21509917
2008-11-11,25.94427490234375,26.39604844339928,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,61211242.93514514,84103229.53394553
2008-11-12,24.746183395385746,26.39604844339928,침체,7,관망,0,7,0.0,0.0,2359335.2739881524,22891986.59880039,58384543.381313495,81276529.9801139
