Date,Open,High,Low,Close,Volume,WeeklyRSI,RSI,MA5,MA20,MA200
2008-12-30,0.23005815193845242,0.24073596112132511,0.2276044489618251,0.23969124257564545,3472000,50.0,50.0,,,
2008-12-31,0.23855492709799608,0.25332297273373267,0.23855492709799608,0.24800625443458557,1600000,50.0,50.0,,,
2009-01-02,0.24796118672455006,0.27781426906585693,0.24505310408874545,0.27781426906585693,1616000,50.0,50.0,,,
2009-01-05,0.27576981070980056,0.28740220344755263,0.269635185035057,0.27995020151138306,5552000,50.0,50.0,,,
2009-01-06,0.291400972290644,0.31280238157733004,0.2899919872991291,0.30471423268318176,5280000,50.0,50.0,0.27003524005413054,,
2009-01-07,0.2900827895538498,0.2900827895538498,0.26768171239920946,0.27263420820236206,5104000,50.0,50.0,0.27662383317947387,,
2009-01-08,0.26927167881842273,0.2769963168591667,0.26218318438098476,0.2768603563308716,5024000,50.0,50.0,0.28239465355873106,,
2009-01-09,0.2739974277519289,0.2739974277519289,0.2561853146021906,0.2585030794143677,5056000,50.0,50.0,0.2785324156284332,,
2009-01-12,0.25913913828212015,0.25913913828212015,0.23973630364514864,0.24868816137313843,3760000,50.0,50.0,0.2722800076007843,,
2009-01-13,0.24428021118173202,0.25409504486766615,0.23551085439903682,0.24309879541397095,10496000,50.0,50.0,0.25995692014694216,,
2009-01-14,0.23355661729558852,0.23355661729558852,0.21465398510079228,0.21937964856624603,3808000,50.0,50.0,0.24930600821971893,,
2009-01-15,0.21606292833227236,0.22778619160941666,0.20333999233358652,0.22374173998832703,9792000,50.0,50.0,0.23868228495121002,,
2009-01-16,0.2380097093857647,0.2398730735081263,0.2152901873163526,0.23178492486476898,10208000,50.0,50.0,0.23333865404129028,,
2009-01-20,0.22764951881946982,0.22910354885553974,0.19584218927364974,0.19616062939167023,16032000,50.0,50.0,0.22283314764499665,,
2009-01-21,0.2047482974375039,0.22524165898408055,0.2015675571280208,0.22519585490226746,9120000,50.0,50.0,0.21925255954265593,,
2009-01-22,0.20774722064911724,0.2217424441428943,0.19970487959422883,0.21338166296482086,9024000,50.0,50.0,0.2180529624223709,,
2009-01-23,0.20383947009806014,0.23228429661859507,0.19993171548556574,0.2234240472316742,6352000,50.0,50.0,0.21798942387104034,,
2009-01-26,0.22492326631799067,0.23973640484199885,0.22260623796597337,0.22901278734207153,5024000,50.0,50.0,0.21743499636650085,,
2009-01-27,0.23073942046502383,0.24250849077425535,0.23073942046502383,0.23832809925079346,4752000,50.0,50.0,0.2258684903383255,,
2009-01-28,0.25191397898766926,0.2682269461365609,0.24932431544060593,0.2620472311973572,16304000,50.0,50.0,0.23323876559734344,0.24562087133526803,
2009-01-29,0.249142599427241,0.2518231349667025,0.2357835374437997,0.2376919686794281,13504000,50.0,50.0,0.2381008267402649,0.24552090764045714,
2009-01-30,0.23932772064729868,0.24537076013221162,0.2158353870452479,0.2178347110748291,14368000,50.0,50.0,0.23698295950889586,0.24401233047246934,
2009-02-02,0.20783813496231293,0.2307852205414237,0.20783813496231293,0.22492320835590363,9296000,50.0,50.0,0.2361650437116623,0.24136777743697166,
2009-02-03,0.22651390470310767,0.2387366588483856,0.2141995857451169,0.23601029813289642,9184000,50.0,50.0,0.2357014834880829,0.23917078226804733,
2009-02-04,0.24082688987255096,0.2580028349161202,0.23664649838042046,0.24082688987255096,13808000,50.0,50.0,0.23145741522312163,0.2359764151275158,
2009-02-05,0.22996730458727047,0.2614111109071647,0.2271951611750411,0.2546403408050537,14256000,50.0,50.0,0.23484708964824677,0.23507672175765038,
2009-02-06,0.2590482639815812,0.28672027401311484,0.2563670138710755,0.2821763753890991,17136000,50.0,50.0,0.24771542251110076,0.23534252271056175,
