Date,Close,RSI,Mode,Action,BuyAmount,SellAmount,Shares,Cash,StockValue,TotalAsset
2005-08-19,33.10416030883789,66.89977755343487,상승,매수,1000000,0.0,30207.68358631431,107880289.35881346,1000000.0,108880289.35881346
2005-08-26,32.79718017578125,56.25438218997555,상승,매수,1000000,0.0,60698.10973393904,106880289.35881346,1990726.8412733404,108871016.2000868
2005-09-02,33.0615348815918,54.62618742530248,상승,매수,1000000,0.0,90944.73934691524,105880289.35881346,3006772.6722153123,108887062.03102878
2005-09-09,33.78636932373047,60.838355911552725,상승,매수,1000000,0.0,120542.47417359376,104880289.35881346,4072692.55162528,108952981.91043875
2005-09-16,33.5987663269043,63.76753247686902,상승,매수,1000000,0.0,150305.47172744287,103880289.35881346,5050078.422225473,108930367.78103894
2005-09-23,33.04449462890625,56.16264645072364,상승,매수,1000000,0.0,180567.6988012754,102880289.35881346,5966768.353192707,108847057.71200617
2005-09-30,33.64992904663086,67.91383993511923,상승,매수,1000000,0.0,210285.44348401265,101880289.35881346,7076090.252776329,108956379.61158979
2005-10-07,32.694828033447266,60.280790037632535,상승,매수,1000000,0.0,240871.3208275786,100880289.35881346,7875246.4126469875,108755535.77146046
2005-10-14,32.456077575683594,52.05090452143663,상승,매수,1000000,0.0,271682.19123137655,99880289.35881346,8817738.274537262,108698027.63335073
2005-10-21,32.87393951416016,47.36038165600536,중립,관망,0,0.0,271682.19123137655,99880289.35881346,8931263.921614768,108811553.28042823
2005-10-28,32.67778396606445,41.0421831889439,중립,관망,0,0.0,271682.19123137655,99880289.35881346,8877971.952485934,108758261.3112994
2005-11-04,34.17866134643555,53.23004509781597,상승,매수,1000000,0.0,300940.2124822378,98880289.35881346,10285733.607954761,109166022.96676822
2005-11-11,34.71588516235352,57.43655180658115,상승,매수,1000000,0.0,329745.4696526474,97880289.35881346,11447405.857267635,109327695.2160811
2005-11-18,35.346927642822266,62.81472981335144,상승,매수,1000000,0.0,358036.4716346277,96880289.35881346,12655489.256360574,109535778.61517404
2005-11-25,35.7221565246582,67.46327402417758,상승,매수,1000000,0.0,386030.3022789149,95880289.35881346,13789834.881268518,109670124.24008198
2005-12-02,35.90976333618164,71.09840639407545,과열,전량매도,0,13862256.795430494,0.0,109742546.15424396,0.0,109742546.15424396
2005-12-09,35.57720947265625,66.89609196415347,상승,매수,1000000,0.0,28107.88183847232,108742546.15424396,1000000.0,109742546.15424396
2005-12-16,35.54334259033203,63.00772137527462,상승,매수,1000000,0.0,56242.54580426391,107742546.15424396,1999048.0736733933,109741594.22791736
2005-12-23,35.38947296142578,63.32401776372965,상승,매수,1000000,0.0,84499.53626834885,106742546.15424396,2990394.0540217487,109732940.2082657
2005-12-30,34.54320526123047,60.68699839835655,상승,매수,1000000,0.0,113448.78960015674,105742546.15424396,3918884.825796363,109661430.98004033
2006-01-06,36.48362731933594,66.97470054673727,상승,매수,1000000,0.0,140858.34488497378,104742546.15424396,5139023.359601873,109881569.51384583
2006-01-13,36.74006652832031,76.44580509655987,과열,전량매도,0,5175144.9621430235,0.0,109917691.11638698,0.0,109917691.11638698
2006-01-20,35.26123046875,65.7801152102015,상승,매수,1000000,0.0,28359.759052828358,108917691.11638698,999999.9999999999,109917691.11638698
2006-01-27,35.99639129638672,66.95961345610351,상승,매수,1000000,0.0,56140.32160328544,107917691.11638698,2020848.9839368553,109938540.10032384
2006-02-03,34.97915267944336,61.47627740142185,상승,매수,1000000,0.0,84728.77853831241,106917691.11638698,2963740.8808343736,109881431.99722135
2006-02-10,35.01334762573242,54.87553143132169,상승,매수,1000000,0.0,113289.31524246544,105917691.11638698,3966638.1768656294,109884329.2932526
2006-02-17,35.22703552246094,53.10299023633159,상승,매수,1000000,0.0,141676.6031640504,104917691.11638698,4990846.732361605,109908537.84874858
2006-02-24,35.26980209350586,49.49578884680341,중립,관망,0,0.0,141676.6031640504,104917691.11638698,4996905.754876224,109914596.8712632
2006-03-03,35.43218231201172,48.05001444243727,중립,관망,0,0.0,141676.6031640504,104917691.11638698,5019911.23265517,109937602.34904215
2006-03-10,34.67141342163086,42.2684827052713,중립,관망,0,0.0,141676.6031640504,104917691.11638698,4912128.080473127,109829819.1968601
2006-03-17,35.45703887939453,49.28989990703914,중립,관망,0,0.0,141676.6031640504,104917691.11638698,5023432.826688286,109941123.94307527
2006-03-24,35.328739166259766,48.74588310721911,중립,관망,0,0.0,141676.6031640504,104917691.11638698,5005255.75914443,109922946.8755314
2006-03-31,35.867652893066406,52.67408472457473,상승,매수,1000000,0.0,169556.87743182416,103917691.11638698,6081607.225356874,109999298.34174386
2006-04-07,36.201271057128906,59.83623919523572,상승,매수,1000000,0.0,197180.2169113112,102917691.11638698,7138174.47950985,110055865.59589683
2006-04-14,36.01308822631836,46.47595027264109,중립,관망,0,0.0,197180.2169113112,102917691.11638698,7101068.548111642,110018759.66449863
2006-04-21,35.92753219604492,43.75476087296891,중립,관망,0,0.0,197180.2169113112,102917691.11638698,7084198.591504254,110001889.70789124
2006-04-28,35.79923248291016,55.21856443410364,상승,매수,1000000,0.0,225113.776673448,101917691.11638698,8058900.426238684,109976591.54262567
2006-05-05,36.06439971923828,50.72585675362725,상승,매수,1000000,0.0,252841.95204264895,100917691.11638698,9118593.224258568,110036284.34064555
2006-05-12,34.37921524047852,44.39587959782325,중립,관망,0,0.0,252841.95204264895,100917691.11638698,8692507.891096976,109610199.00748396
2006-05-19,33.66067886352539,38.79682286927507,중립,관망,0,0.0,252841.95204264895,100917691.11638698,8510831.750934495,109428522.86732148
2006-05-26,33.78043746948242,37.829514287163065,중립,관망,0,0.0,252841.95204264895,100917691.11638698,8541111.750638576,109458802.86702555
2006-06-02,33.90875625610352,38.71177779296419,중립,관망,0,0.0,252841.95204264895,100917691.11638698,8573556.1231316,109491247.23951858
2006-06-09,32.63418960571289,30.40839951771366,중립,관망,0,0.0,252841.95204264895,100917691.11638698,8251292.203238372,109168983.31962535
2006-06-16,32.81876754760742,35.889130626798504,중립,관망,0,0.0,252841.95204264895,100917691.11638698,8297961.250371,109215652.36675797
2006-06-23,32.65615463256836,26.429855035430563,침체,매수,2000000,0.0,314086.15003543335,98917691.11638698,10256845.883505179,109174536.99989216
2006-06-30,33.18687438964844,33.11900760352246,중립,관망,0,0.0,314086.15003543335,98917691.11638698,10423537.608754199,109341228.72514118
2006-07-07,32.26240539550781,23.213382793421744,침체,매수,2000000,0.0,376077.80798783386,96917691.11638698,12133174.701557443,109050865.81794442
2006-07-14,30.764402389526367,15.56308072210993,침체,매수,2000000,0.0,441088.00954081095,94917691.11638698,13569809.014708754,108487500.13109574
2006-07-21,30.5589599609375,15.52912733011648,침체,매수,2000000,0.0,506535.2630650321,92917691.11638698,15479190.82280726,108396881.93919423
2006-07-28,31.76592254638672,26.96343978306031,침체,매수,2000000,0.0,569495.814488636,90917691.11638698,18090559.93353743,109008251.0499244
2006-08-04,31.628950119018555,26.93757553677121,침체,매수,2000000,0.0,632729.0230672981,88917691.11638698,20012554.70945091,108930245.8258379
2006-08-11,31.26944351196289,23.75684332762252,침체,매수,2000000,0.0,696689.2275152875,86917691.11638698,21785084.445182342,108702775.56156932
2006-08-18,33.20398712158203,43.73878910779891,중립,관망,0,0.0,696689.2275152875,86917691.11638698,23132860.13816254,110050551.25454952
2006-08-25,32.801658630371094,45.26386147130791,중립,관망,0,0.0,696689.2275152875,86917691.11638698,22852562.2124134,109770253.32880038
2006-09-01,33.45222854614258,48.29050624762565,중립,관망,0,0.0,696689.2275152875,86917691.11638698,23305807.26447692,110223498.3808639
2006-09-08,33.144065856933594,46.09031522210183,중립,관망,0,0.0,696689.2275152875,86917691.11638698,23091113.63858288,110008804.75496987
2006-09-15,34.353668212890625,58.85008625256274,상승,매수,1000000,0.0,725798.2005018976,85917691.11638698,24933830.569555257,110851521.68594223
2006-09-22,34.1480827331543,56.82716729529979,상승,매수,1000000,0.0,755082.4214584406,84917691.11638698,25784616.99831331,110702308.11470029
2006-09-29,34.816158294677734,60.54592077335858,상승,매수,1000000,0.0,783804.7173400304,83917691.11638698,27289069.111025635,111206760.22741261
2006-10-06,35.467098236083984,61.003704921400654,상승,매수,1000000,0.0,811999.8629745443,82917691.11638698,28799278.907804895,111716970.02419187
2006-10-13,36.34071350097656,69.77781444775871,상승,매수,1000000,0.0,839517.2093242005,81917691.11638698,30508654.38319014,112426345.49957712
2006-10-20,35.972415924072266,78.36421767189574,과열,전량매도,0,30199462.22922658,0.0,112117153.34561357,0.0,112117153.34561357
2006-10-27,36.15227508544922,80.54779839778928,과열,관망,0,0.0,0.0,112117153.34561357,0.0,112117153.34561357
2006-11-03,35.91244888305664,75.32110668769407,과열,관망,0,0.0,0.0,112117153.34561357,0.0,112117153.34561357
2006-11-10,36.85459518432617,79.05376787425028,과열,관망,0,0.0,0.0,112117153.34561357,0.0,112117153.34561357
2006-11-17,37.942325592041016,84.32099501800363,과열,관망,0,0.0,0.0,112117153.34561357,0.0,112117153.34561357
2006-11-24,38.24210357666016,81.15133652100734,과열,관망,0,0.0,0.0,112117153.34561357,0.0,112117153.34561357
2006-12-01,37.3941650390625,76.91302065682272,과열,관망,0,0.0,0.0,112117153.34561357,0.0,112117153.34561357
2006-12-08,37.5997200012207,75.64259797696964,과열,관망,0,0.0,0.0,112117153.34561357,0.0,112117153.34561357
2006-12-15,38.10004425048828,79.9300301055768,과열,관망,0,0.0,0.0,112117153.34561357,0.0,112117153.34561357
2006-12-22,36.81374740600586,64.7204911098866,상승,매수,1000000,0.0,27163.76545346911,111117153.34561357,1000000.0,112117153.34561357
2006-12-29,37.01097869873047,67.147989034295,상승,매수,1000000,0.0,54182.77535699002,110117153.34561357,2005357.5445756558,112122510.89018923
2007-01-05,37.6026611328125,66.84456734944429,상승,매수,1000000,0.0,80776.63786230587,109117153.34561357,3037416.5409841994,112154569.88659777
2007-01-12,38.85466384887695,69.0907191282543,상승,매수,1000000,0.0,106513.57394517727,108117153.34561357,4138549.1109823612,112255702.45659593
2007-01-19,37.8770751953125,58.55791917969359,상승,매수,1000000,0.0,132914.7676710264,107117153.34561357,5034422.649642958,112151575.99525653
2007-01-26,37.36258316040039,57.619482511470274,상승,매수,1000000,0.0,159679.51238118,106117153.34561357,5966039.060354021,112083192.4059676
2007-02-02,37.868499755859375,59.0819865394631,상승,매수,1000000,0.0,186086.68473939496,105117153.34561357,7046823.575622458,112163976.92123602
2007-02-09,37.62841033935547,59.08034069470422,상승,매수,1000000,0.0,212662.34900427895,104117153.34561357,8002146.132064231,112119299.47767779
2007-02-16,38.34017181396485,58.0576815246561,상승,매수,1000000,0.0,238744.6525696418,103117153.34561357,9153510.999185411,112270664.34479898
2007-02-23,38.81178283691406,55.05365109956261,상승,매수,1000000,0.0,264510.0239828018,102117153.34561357,10266105.609007435,112383258.954621
2007-03-02,36.4278564453125,41.51143365055791,중립,관망,0,0.0,264510.0239828018,102117153.34561357,9635533.181991672,111752686.52760524
2007-03-09,36.81374740600586,47.161596817021646,중립,관망,0,0.0,264510.0239828018,102117153.34561357,9737605.209259419,111854758.55487299
2007-03-16,36.75112915039063,45.79131802903529,중립,관망,0,0.0,264510.0239828018,102117153.34561357,9721042.052964874,111838195.39857844
2007-03-23,37.8580436706543,48.86788890431547,중립,관망,0,0.0,264510.0239828018,102117153.34561357,10013832.039266726,112130985.38488029
2007-03-30,37.35177993774414,52.71514484160597,상승,매수,1000000,0.0,291282.5098366686,101117153.34561357,10879920.20713304,111997073.55274661
2007-04-06,38.235599517822266,55.77946966573712,상승,매수,1000000,0.0,317436.1470912351,100117153.34561357,12137361.392660987,112254514.73827456
2007-04-13,38.312801361083984,53.522487007258825,상승,매수,1000000,0.0,343537.08370966115,99117153.34561357,13161868.048334328,112279021.3939479
2007-04-20,38.95637512207031,50.53692375292044,상승,매수,1000000,0.0,369206.8231776298,98117153.34561357,14382959.50133563,112500112.8469492
2007-04-27,39.9603157043457,60.966709226141845,상승,매수,1000000,0.0,394231.6504937776,97117153.34561357,15753621.214376627,112870774.5599902
2007-05-04,40.01180648803711,64.66086209022176,상승,매수,1000000,0.0,419224.2736161298,96117153.34561357,16773920.511016509,112891073.85663007
2007-05-11,40.1404914855957,63.12108766925439,상승,매수,1000000,0.0,444136.77376224403,95117153.34561357,17827868.385643303,112945021.73125687
2007-05-18,40.08045196533203,64.46165116082344,상승,매수,1000000,0.0,469086.59221401595,94117153.34561357,18801202.626815163,112918355.97242874
2007-05-25,39.85734558105469,59.49529434796517,상승,매수,1000000,0.0,494176.0703370982,93117153.34561357,19696546.41331331,112813699.75892688
2007-06-01,40.70683670043945,61.32462275725388,상승,매수,1000000,0.0,518741.9683792127,92117153.34561357,21116344.59647714,113233497.9420907
2007-06-08,40.252079010009766,79.70134431204968,과열,전량매도,0,20880442.69700806,0.0,112997596.04262163,0.0,112997596.04262163
2007-06-15,41.01344299316406,80.8199850284734,과열,관망,0,0.0,0.0,112997596.04262163,0.0,112997596.04262163
2007-06-22,40.60984802246094,76.96804273339296,과열,관망,0,0.0,0.0,112997596.04262163,0.0,112997596.04262163
2007-06-29,40.87605667114258,73.9011247957773,과열,관망,0,0.0,0.0,112997596.04262163,0.0,112997596.04262163
2007-07-06,41.95806503295898,83.43080558853232,과열,관망,0,0.0,0.0,112997596.04262163,0.0,112997596.04262163
2007-07-13,42.851165771484375,83.4530973774301,과열,관망,0,0.0,0.0,112997596.04262163,0.0,112997596.04262163
2007-07-20,42.97997283935547,83.57595865956436,과열,관망,0,0.0,0.0,112997596.04262163,0.0,112997596.04262163
2007-07-27,41.21095657348633,63.959200235430494,상승,매수,1000000,0.0,24265.3916129519,111997596.04262163,1000000.0,112997596.04262163
2007-08-03,40.72148132324219,55.03340129125088,상승,매수,1000000,0.0,48822.455047411,110997596.04262163,1988122.6913679782,112985718.73398961
2007-08-10,40.60124969482422,53.86272585418241,상승,매수,1000000,0.0,73452.23879831555,109997596.04262163,2982252.688094265,112979848.73071589
2007-08-17,39.76828384399414,47.766977670692135,중립,관망,0,0.0,73452.23879831555,109997596.04262163,2921069.4815082517,112918665.52412988
2007-08-24,41.39130783081055,56.62238931207383,상승,매수,1000000,0.0,97611.90063088098,108997596.04262163,4040284.226963285,113037880.26958491
2007-08-31,41.9666633605957,60.28995626426641,상승,매수,1000000,0.0,121440.33777413366,107997596.04262163,5096445.773764102,113094041.81638573
2007-09-07,41.417083740234375,53.56926369498647,상승,매수,1000000,0.0,145584.96384853194,106997596.04262163,6029704.639033642,113027300.68165527
2007-09-14,42.26721954345703,59.73980813800198,상승,매수,1000000,0.0,169243.9603664328,105997596.04262163,7153471.629212155,113151067.67183378
2007-09-21,43.2686653137207,60.65296684675295,상승,매수,1000000,0.0,192355.37350454257,104997596.04262163,8322960.277463792,113320556.32008542
2007-09-28,44.17082595825195,66.06429856440096,상승,매수,1000000,0.0,214994.7509285724,103997596.04262163,9496495.725203699,113494091.76782532
2007-10-05,45.382266998291016,68.73100381065461,상승,매수,1000000,0.0,237029.78941701233,102997596.04262163,10756949.189871548,113754545.23249318
2007-10-12,45.992286682128906,67.45394920342562,상승,매수,1000000,0.0,258772.56569842232,101997596.04262163,11901542.027071876,113899138.0696935
2007-10-19,45.05577850341797,59.50250483900564,상승,매수,1000000,0.0,280967.27708098426,100997596.04262163,12659199.402869292,113656795.44549093
2007-10-26,46.335975646972656,63.15918897767822,상승,매수,1000000,0.0,302548.78013638256,99997596.04262163,14018892.908420706,114016488.95104234
2007-11-02,46.756954193115234,74.31704536483346,과열,전량매도,0,14146259.45401973,0.0,114143855.49664135,0.0,114143855.49664135
2007-11-09,42.959354400634766,57.60578897979007,상승,매수,1000000,0.0,23277.817228678465,113143855.49664135,1000000.0,114143855.49664135
2007-11-16,43.199951171875,58.76045041796528,상승,매수,1000000,0.0,46425.99154076062,112143855.49664135,2005600.5676667404,114149456.06430809
2007-11-23,42.8218879699707,60.61967612590717,상승,매수,1000000,0.0,69778.53500407687,111143855.49664135,2988048.608653259,114131904.10529462
2007-11-30,44.084903717041016,59.60825124955844,상승,매수,1000000,0.0,92462.03696698237,110143855.49664135,4076179.997170905,114220035.49381226
2007-12-07,44.9612922668457,60.45747176169309,상승,매수,1000000,0.0,114703.39057543718,109143855.49664135,5157212.667660386,114301068.16430174
2007-12-14,43.79278564453125,57.95237584468519,상승,매수,1000000,0.0,137538.201955491,108143855.49664135,6023180.996171067,114167036.49281242
2007-12-21,44.595306396484375,57.81791145574196,상승,매수,1000000,0.0,159962.0864582519,107143855.49664135,7133558.257426668,114277413.75406802
2007-12-28,44.56949234008789,54.67458934008733,상승,매수,1000000,0.0,182398.95857628033,106143855.49664135,8129428.987105534,114273284.48374689
2008-01-04,41.62799835205078,42.03032457273649,중립,관망,0,0.0,182398.95857628033,106143855.49664135,7592903.547029177,113736759.04367054
2008-01-11,40.466896057128906,34.545585386769645,중립,관망,0,0.0,182398.95857628033,106143855.49664135,7381119.697634897,113524975.19427624
2008-01-18,39.00474548339844,29.14781319455416,침체,매수,2000000,0.0,233674.77066563902,104143855.49664135,9114424.955704749,113258280.4523461
2008-01-25,37.83502960205078,28.74768151544683,침체,매수,2000000,0.0,286535.8367474162,102143855.49664135,10841091.865386881,112984947.36202824
2008-02-01,39.211181640625,29.147878728876265,침체,매수,2000000,0.0,337541.6956967901,100143855.49664135,13235408.741251407,113379264.23789276
2008-02-08,37.49961853027344,24.80953692825527,침체,매수,2000000,0.0,390875.5715703647,98143855.49664135,14657684.82669127,112801540.32333262
2008-02-15,37.68882369995117,32.153502524223086,중립,관망,0,0.0,390875.5715703647,98143855.49664135,14731640.505533122,112875496.00217447
2008-02-22,37.56841659545898,30.774626261952747,중립,관망,0,0.0,390875.5715703647,98143855.49664135,14684576.309743602,112828431.80638495
2008-02-29,36.9405517578125,30.2585411912455,중립,관망,0,0.0,390875.5715703647,98143855.49664135,14439159.282459602,112583014.77910095
2008-03-07,36.183712005615234,22.54571627016737,침체,매수,2000000,0.0,446149.0603624938,96143855.49664135,16143329.111732323,112287184.60837367
2008-03-14,36.338497161865234,18.45654610529229,침체,매수,2000000,0.0,501187.10970975365,94143855.49664135,18212386.363751322,112356241.86039267
2008-03-21,37.08992385864258,24.708169806035727,침체,매수,2000000,0.0,555110.1106741778,92143855.49664135,20588991.738067906,112732847.23470926
2008-03-28,37.43423461914063,22.011388481030977,침체,매수,2000000,0.0,608537.1413146646,90143855.49664135,22780122.122434292,112923977.61907564
2008-04-04,39.474220275878906,32.794384329833804,중립,관망,0,0.0,608537.1413146646,90143855.49664135,24021529.162308723,114165384.65895008
2008-04-11,38.114219665527344,36.715904410398885,중립,관망,0,0.0,608537.1413146646,90143855.49664135,23193918.278699182,113337773.77534053
2008-04-18,40.20586395263672,49.07801938277367,중립,관망,0,0.0,608537.1413146646,90143855.49664135,24466761.51382387,114610617.01046522
2008-04-25,40.58460235595703,56.04260859770627,상승,매수,1000000,0.0,633177.0279206552,89143855.49664135,25697237.899086494,114841093.39572784
2008-05-02,41.9790153503418,65.58201420212248,상승,매수,1000000,0.0,656998.4537367292,88143855.49664135,27580148.17456498,115724003.67120633
2008-05-09,41.49699401855469,59.21460306954549,상승,매수,1000000,0.0,681096.5847857605,87143855.49664135,28263460.90491273,115407316.40155408
2008-05-16,43.04635620117188,72.65638195696604,과열,전량매도,0,29318726.196089514,0.0,116462581.69273087,0.0,116462581.69273087
2008-05-23,41.4883918762207,63.95897882063547,상승,매수,1000000,0.0,24103.127520186084,115462581.69273087,1000000.0,116462581.69273087
2008-05-30,43.04635620117188,68.20237465981677,상승,매수,1000000,0.0,47333.897514436525,114462581.69273087,2037551.812796199,116500133.50552708
2008-06-06,42.20281219482422,67.23861714166887,상승,매수,1000000,0.0,71029.00094459705,113462581.69273087,2997623.5872508213,116460205.2799817
2008-06-13,41.634708404541016,68.08047214970637,상승,매수,1000000,0.0,95047.42303329197,112462581.69273087,3957271.7425941667,116419853.43532504
2008-06-20,40.845462799072266,64.34542155461892,상승,매수,1000000,0.0,119529.94646359849,111462581.69273087,4882255.981654012,116344837.67438489
2008-06-27,39.32087707519531,56.76789503005003,상승,매수,1000000,0.0,144961.7291292712,110462581.69273087,5700022.331699832,116162604.0244307
2008-07-04,38.44231033325195,52.962116305611744,상승,매수,1000000,0.0,170974.73384545802,109462581.69273087,6572663.777632253,116035245.47036313
2008-07-11,38.38199615478516,46.36808296885626,중립,관망,0,0.0,170974.73384545802,109462581.69273087,6562351.577021786,116024933.26975267
2008-07-18,38.4078369140625,51.07141524808894,상승,매수,1000000,0.0,197011.08684907807,108462581.69273087,7566769.693961594,116029351.38669246
2008-07-25,38.99355697631836,45.03005590188193,중립,관망,0,0.0,197011.08684907807,108462581.69273087,7682163.04001593,116144744.73274681
2008-08-01,38.65763092041016,42.07240709783412,중립,관망,0,0.0,197011.08684907807,108462581.69273087,7615981.882640532,116078563.5753714
2008-08-08,40.75932693481445,45.25813639216515,중립,관망,0,0.0,197011.08684907807,108462581.69273087,8030039.298664697,116492620.99139558
2008-08-15,41.482887268066406,49.94616727913882,중립,관망,0,0.0,197011.08684907807,108462581.69273087,8172588.706319545,116635170.39905041
2008-08-22,40.90576171875,41.17655938271261,중립,관망,0,0.0,197011.08684907807,108462581.69273087,8058888.574600349,116521470.26733123
2008-08-29,39.72571563720703,42.50067921132933,중립,관망,0,0.0,197011.08684907807,108462581.69273087,7826406.413543574,116288988.10627444
2008-09-05,37.425899505615234,27.507540643449857,침체,매수,2000000,0.0,250450.01621134838,106462581.69273087,9373317.137905631,115835898.8306365
2008-09-12,37.40867614746094,29.45564624231189,침체,매수,2000000,0.0,303913.5494333265,104462581.69273087,11369003.547576673,115831585.24030754
2008-09-19,36.9770622253418,29.80429765757941,침체,매수,2000000,0.0,358001.134537081,102462581.69273087,13237830.228520604,115700411.92125148
2008-09-26,35.4083251953125,27.917154061034367,침체,매수,2000000,0.0,414485.02607863204,100462581.69273087,14676220.591979785,115138802.28471066
2008-10-03,31.18484306335449,22.897355817586288,침체,매수,2000000,0.0,478618.7462944703,98462581.69273087,14925650.490372533,113388232.18310341
2008-10-10,26.995834350585938,18.759806076284704,침체,매수,2000000,0.0,552704.2505254811,96462581.69273087,14920712.392050637,111383294.08478151
2008-10-17,27.84052848815918,22.411020885550485,침체,매수,2000000,0.0,624541.9672861603,94462581.69273087,17387578.432281327,111850160.1250122
2008-10-24,25.435731887817383,19.809068449603583,침체,매수,2000000,0.0,703171.5113001037,92462581.69273087,17885682.03258079,110348263.72531167
2008-10-31,28.34906578063965,27.6480105941651,침체,매수,2000000,0.0,773720.5733212535,90462581.69273087,21934255.42891844,112396837.12164931
2008-11-07,26.8837833404541,26.39604844339928,침체,매수,2000000,0.0,848114.8642836586,88462581.69273087,22800536.25922051,111263117.95195138
2008-11-14,24.978906631469727,18.11211344129947,침체,매수,2000000,0.0,928182.4200621127,86462581.69273087,23184982.007703125,109647563.700434
2008-11-21,22.987836837768555,14.447782264406811,침체,매수,2000000,0.0,1015184.9516232399,84462581.69273087,23336906.028073,107799487.72080387
2008-11-28,25.09958267211914,21.309199472036013,침체,매수,2000000,0.0,1094867.5513750524,82462581.69273087,27480718.62075878,109943300.31348965
2008-12-05,24.94442749023437,22.1326880196678,침체,매수,2000000,0.0,1175045.7795898707,80462581.69273087,29310844.24668545,109773425.93941632
2008-12-12,25.582260131835938,26.17822578924988,침체,매수,2000000,0.0,1253224.9549126597,78462581.69273087,32060326.800284024,110522908.4930149
2008-12-19,25.7747745513916,26.76393118803429,침체,매수,2000000,0.0,1330820.202002494,76462581.69273087,34301590.67505171,110764172.3677826
2008-12-26,25.144643783569336,26.553367135879384,침체,매수,2000000,0.0,1410360.0044834856,74462581.69273087,35462999.9193305,109925581.61206138
2009-01-02,26.784711837768555,32.95997408224079,중립,관망,0,0.0,1410360.0044834856,74462581.69273087,37776086.30760413,112238668.00033501
2009-01-09,25.95604515075684,38.06710498159701,중립,관망,0,0.0,1410360.0044834856,74462581.69273087,36607367.95519497,111069949.64792585
2009-01-16,25.39497947692871,45.621589396607966,중립,관망,0,0.0,1410360.0044834856,74462581.69273087,35816063.3689392,110278645.06167006
2009-01-23,24.946117401123047,41.90845336954354,중립,관망,0,0.0,1410360.0044834856,74462581.69273087,35183006.24969346,109645587.94242433
2009-01-30,25.084228515625,48.87473660365101,중립,관망,0,0.0,1410360.0044834856,74462581.69273087,35377792.64176165,109840374.33449253
2009-02-06,27.078187942504883,45.677092416353176,중립,관망,0,0.0,1410360.0044834856,74462581.69273087,38189993.26799585,112652574.96072672
2009-02-13,26.26679420471192,47.8035981662883,중립,관망,0,0.0,1410360.0044834856,74462581.69273087,37045635.9923243,111508217.68505517
2009-02-20,24.92022132873535,49.78243991429965,중립,관망,0,0.0,1410360.0044834856,74462581.69273087,35146483.46492464,109609065.1576555
2009-02-27,23.763547897338867,53.06538476497078,상승,매수,1000000,0.0,1452441.2629016356,73462581.69273087,34515157.51903437,107977739.21176524
2009-03-06,22.701828002929688,39.66727873789489,중립,관망,0,0.0,1452441.2629016356,73462581.69273087,32973071.73475091,106435653.42748179
2009-03-13,24.808000564575195,49.49671864808444,중립,관망,0,0.0,1452441.2629016356,73462581.69273087,36032163.67007609,109494745.36280696
2009-03-20,25.229461669921875,48.67740636419176,중립,관망,0,0.0,1452441.2629016356,73462581.69273087,36644311.17018974,110106892.86292061
2009-03-27,26.64742851257324,52.99617006373447,상승,매수,1000000,0.0,1489968.3360872588,72462581.69273087,39703824.721882924,112166406.4146138
2009-04-03,27.970291137695312,59.26104343357749,상승,매수,1000000,0.0,1525720.556007927,71462581.69273087,42674848.14630809,114137429.83903897
2009-04-10,28.480409622192383,56.00221229438314,상승,매수,1000000,0.0,1560832.4105516477,70462581.69273087,44453146.40410488,114915728.09683576
2009-04-17,28.800323486328125,60.44396303034826,상승,매수,1000000,0.0,1595554.24277255,69462581.69273087,45952478.33183276,115415060.02456364
2009-04-24,29.12885856628418,63.94870347886064,상승,매수,1000000,0.0,1629884.4585523566,68462581.69273087,47476673.87255626,115939255.56528714
2009-05-01,29.716806411743164,67.63863331171181,상승,매수,1000000,0.0,1663535.4500534094,67462581.69273087,49434960.92830921,116897542.62104008
2009-05-08,29.59576416015625,66.70154770115624,상승,매수,1000000,0.0,1697324.069079718,66462581.692730874,50233602.851840094,116696184.54457097
2009-05-15,28.85218620300293,57.2372889163621,상승,매수,1000000,0.0,1731983.4877096978,65462581.692730874,49971510.08792663,115434091.7806575
2009-05-22,28.99918365478516,61.7861138393801,상승,매수,1000000,0.0,1766467.2170416783,64462581.692730874,51226107.247148864,115688688.93987975
2009-05-29,30.590065002441406,73.95194995330684,과열,전량매도,0,54036346.99398671,0.0,118498928.68671758,0.0,118498928.68671758
2009-06-05,31.800521850585938,83.79818220698367,과열,관망,0,0.0,0.0,118498928.68671758,0.0,118498928.68671758
2009-06-12,31.688138961791992,91.06970041372924,과열,관망,0,0.0,0.0,118498928.68671758,0.0,118498928.68671758
2009-06-19,31.30291748046875,85.2243140365479,과열,관망,0,0.0,0.0,118498928.68671758,0.0,118498928.68671758
2009-06-26,31.48471069335937,84.82995139283611,과열,관망,0,0.0,0.0,118498928.68671758,0.0,118498928.68671758
2009-07-03,30.81814956665039,75.3437822714213,과열,관망,0,0.0,0.0,118498928.68671758,0.0,118498928.68671758
2009-07-10,30.229480743408203,65.0731242488673,상승,매수,1000000,0.0,33080.290345974885,117498928.68671758,1000000.0000000001,118498928.68671758
2009-07-17,32.514892578125,71.76239256056436,과열,전량매도,0,1075602.0870525588,0.0,118574530.77377014,0.0,118574530.77377014
2009-07-24,33.80473327636719,74.43722021208745,과열,관망,0,0.0,0.0,118574530.77377014,0.0,118574530.77377014
