Date,Close,High,Low,Open,Volume,MA200
1999-03-10,43.07435989379883,43.153443785892705,42.41532745968318,43.12708248852808,5232000,
1999-03-11,43.28522872924805,43.64110606654698,42.44166763342835,43.390673866225505,9688600,
1999-03-12,42.230777740478516,43.15342269735539,41.88808104220996,43.12706141287319,8743600,
1999-03-15,43.443389892578125,43.49611245312737,42.09896459857237,42.54710636324096,6369000,
1999-03-16,43.81245422363281,43.99698321254102,43.15342212038924,43.627925234724614,4905800,
1999-03-17,43.4961051940918,43.8651630563447,43.36429881471576,43.812440504594285,3965000,
1999-03-18,44.33967208862305,44.366033368104986,43.43020794649612,43.443388586237084,4848400,
1999-03-19,43.20616149902344,44.91964563412809,43.17980020463721,44.91964563412809,7160400,
1999-03-22,42.678916931152344,43.49611669944494,42.599833082607894,43.39067156805235,5024800,
1999-03-23,41.17632293701172,42.59983218067281,41.097239090141656,42.441664486932694,10962400,
1999-03-24,42.573463439941406,42.599824717613195,40.912702946618616,41.545373610741585,8447000,
1999-03-25,44.128787994384766,44.128787994384766,42.949120573387916,43.23250436725867,8133800,
1999-03-26,43.65428924560547,44.260598818461105,43.469760245171145,43.7597343887108,8256200,
1999-03-29,45.23597717285156,45.26233846491033,43.91791256991299,44.18152549050071,5113800,
1999-03-30,44.91963195800781,45.55230283065581,44.73510295348548,45.18324482161115,4940600,
1999-03-31,44.26059341430664,45.71046395497779,44.128787001518354,45.65774138986248,8256600,
1999-04-01,45.1832389831543,45.60501951041828,44.44512306044233,45.55229694451029,8715800,
1999-04-05,46.81764602661133,46.88354924455419,45.63138810363976,45.914771940794076,5697200,
1999-04-06,46.90991973876953,47.423964939615836,46.36951324557213,46.76493263083852,7522400,
1999-04-07,46.42222595214844,47.45031613507506,45.42049705596352,47.344870988108234,11923600,
1999-04-08,46.79127883911133,47.015349751862004,45.394130794901244,46.343137013609976,7952400,
1999-04-09,47.08125686645508,47.186702010612876,46.580392431705555,46.7121988619028,4946800,
1999-04-12,46.76490783691406,47.08124317741179,45.92134692892012,45.974069485669744,10934000,
1999-04-13,46.13225173950195,47.16034192112514,45.763193725585936,47.05489677429199,9962200,
1999-04-14,44.55057144165039,46.76491937129455,44.29354891410241,46.71219680154112,21253800,
1999-04-15,45.156898498535156,45.229392060047694,43.12707877618419,44.70875648191222,17650600,
1999-04-16,43.83882141113281,45.05144064439325,43.601569822016636,45.05144064439325,17274000,
1999-04-19,41.78264617919922,44.49785914857305,41.34109455553891,44.12880107506592,19460600,
1999-04-20,42.73165512084961,43.07435192317598,41.20270015662427,41.59811954392393,17413600,
1999-04-21,44.84053039550781,44.86689167146049,42.5470993876247,43.12704745858365,10940400,
1999-04-22,46.05316925048828,46.18497568795391,44.965766141396905,45.26233062569455,13630600,
1999-04-23,46.65947341918945,47.00217011661852,45.34140919830839,45.81591231782557,7064400,
1999-04-26,47.73369598388672,48.08298300406427,46.824231667198,46.97580905331279,5421000,
1999-04-27,47.002166748046875,48.32023087446434,46.402447570526924,48.0829793317092,16482800,
1999-04-28,45.39411926269531,46.76490567480922,45.189819364736024,46.606738011873,7676800,
1999-04-29,45.02507019042969,45.446850707436056,44.07606402716536,45.183237884307076,19148200,
1999-04-30,45.31504821777344,45.89499647885024,43.70700985751505,45.65774491750064,15295200,
1999-05-03,45.077781677246094,45.36775571142721,44.319894997,45.18322678058468,11109800,
1999-05-04,44.366050720214844,45.86864423836829,44.10243782229319,45.15688941397982,15428400,
1999-05-05,45.71047592163086,45.71047592163086,43.04798568628789,44.39241144868879,12642600,
1999-05-06,44.04972457885742,45.68412489237577,43.62794385278817,45.28870546168585,15173400,
1999-05-07,44.68238830566406,44.814194760843016,43.49613020905351,44.445136686341954,16430400,
1999-05-10,45.13052749633789,45.43368232473034,44.44513397127668,44.9723597597853,10604200,
1999-05-11,45.84228515625,46.07953677580506,45.235975461831515,45.49958837244825,8800800,
1999-05-12,46.79127883911133,46.94944654222945,44.70873741472271,46.053162891226755,12507400,
1999-05-13,45.92136001586914,47.23942431023967,45.71046972876986,47.16034045257744,9864000,
1999-05-14,45.05142593383789,45.552290236203554,44.70872930590349,45.02506465476601,12205400,
1999-05-17,45.8620491027832,46.00044585966759,44.21446866368336,44.65602022136212,9906800,
1999-05-18,45.657737731933594,46.079518219064624,45.13051212301981,45.81590541460773,9267800,
1999-05-19,46.2904052734375,46.316766552067016,45.13050901373861,45.84226353673566,7985600,
1999-05-20,45.01848602294922,46.38927289057818,44.94599248668038,46.38927289057818,5997200,
1999-05-21,44.60329055786133,45.28868391158733,44.366039012340785,45.15687749740925,10958600,
1999-05-24,43.46974182128906,44.761444276864054,43.17976780064978,44.68236045305334,9569800,
1999-05-25,42.04623794555664,44.049695051426426,41.86170900159495,43.417024386414916,17771200,
1999-05-26,43.21931076049805,43.39065904957596,41.2817570301555,42.599820792293286,26772000,
1999-05-27,43.179779052734375,43.80585948771755,42.494385734437,43.0479726453695,23334800,
1999-05-28,43.89156723022461,44.12881894498258,42.88983776791318,43.44342510234844,12969800,
1999-06-01,42.916168212890625,44.02334208570476,42.67891666871617,43.81245182421635,6960200,
1999-06-02,43.64112854003906,43.86519957150408,41.815608666044675,42.889831552185775,11996600,
1999-06-03,43.02162170410156,43.97062806522145,42.758008826012706,43.97062806522145,11147800,
1999-06-04,44.33967208862305,44.4912494456442,43.33794346830933,43.33794346830933,12987200,
