Date,Close,RSI,WeeklyRSI
2008-11-21,9.26171588897705,,
2008-11-28,17.782493591308594,,
2008-12-05,15.496012687683105,,
2008-12-12,13.116908073425293,,
2008-12-19,13.685688018798828,,
2008-12-26,12.409902572631836,,
2009-01-02,15.013664245605469,,
2009-01-09,11.870596885681152,,
2009-01-16,7.428544998168945,,
2009-01-23,5.224917411804199,,
2009-01-30,5.317700386047363,,
2009-02-06,6.21074914932251,,
2009-02-13,4.5986223220825195,,
2009-02-20,2.841520309448242,,
2009-02-27,2.841520309448242,39.89852251519033,39.89852251519033
2009-03-06,1.530941367149353,16.92576831109291,16.92576831109291
2009-03-13,2.9864957332611084,23.65016492879053,23.65016492879053
2009-03-20,2.9053101539611816,26.185031991329083,26.185031991329083
2009-03-27,3.6849071979522705,26.903797025577617,26.903797025577617
2009-04-03,4.184751510620117,30.298406400134652,30.298406400134652
2009-04-10,5.062385559082031,24.01510898949975,24.01510898949975
2009-04-17,5.4634270668029785,30.473298967575502,30.473298967575502
2009-04-24,4.8880228996276855,39.86994537632414,39.86994537632414
2009-05-01,4.545104503631592,46.81700330382443,46.81700330382443
2009-05-08,7.294253349304199,57.41104450759952,57.41104450759952
2009-05-15,5.079822540283203,46.14191160872197,46.14191160872197
2009-05-22,5.103071212768555,51.93013815269986,51.93013815269986
2009-05-29,5.8121538162231445,62.35738452541902,62.35738452541902
2009-06-05,5.980708122253418,62.8779546377265,62.8779546377265
2009-06-12,6.131824016571045,70.85856623488777,70.85856623488777
2009-06-19,5.53898286819458,62.55398017983,62.55398017983
2009-06-26,5.325417518615723,61.74988830814423,61.74988830814423
2009-07-03,4.8539886474609375,55.85110685044739,55.85110685044739
2009-07-10,4.360440254211426,50.8798547398859,50.8798547398859
2009-07-17,5.532613754272461,52.28743533809479,52.28743533809479
2009-07-24,5.993568420410156,52.563939064524426,52.563939064524426
2009-07-31,6.701294898986816,58.65875934804787,58.65875934804787
2009-08-07,8.857069969177246,67.5517248942327,67.5517248942327
2009-08-14,8.568394660949707,56.4854199721969,56.4854199721969
2009-08-21,9.01305103302002,74.4198385561521,74.4198385561521
2009-08-28,9.33548355102539,75.33610831280129,75.33610831280129
2009-09-04,8.328603744506836,64.54540232837655,64.54540232837655
2009-09-11,8.925748825073242,66.21911638901774,66.21911638901774
2009-09-18,10.125859260559082,69.71795790849553,69.71795790849553
2009-09-25,9.061068534851074,66.6138270263379,66.6138270263379
2009-10-02,8.416094779968262,64.00870881842214,64.00870881842214
2009-10-09,10.079254150390625,71.37472335021698,71.37472335021698
2009-10-16,10.016271591186523,73.98075981388186,73.98075981388186
2009-10-23,9.741024017333984,69.31259010028211,69.31259010028211
2009-10-30,7.883092403411865,57.685686525806666,57.685686525806666
