Date,Open,High,Low,Close,Volume,WeeklyRSI,RSI,MA5,MA20,MA200
2010-02-11,0.19382400107612313,0.2071719190491824,0.1932028127578368,0.20605531334877014,6912000,50.0,50.0,,,
2010-02-12,0.20044842953133765,0.2086848858810148,0.1992822763569866,0.206898495554924,17203200,50.0,50.0,,,
2010-02-16,0.2117622322623552,0.21540931955624648,0.20843716057813663,0.21491295099258423,19238400,50.0,50.0,,,
2010-02-17,0.21779117488922975,0.21860957321277677,0.21451563661064857,0.21856003999710083,38361600,50.0,50.0,,,
2010-02-18,0.21833712659284066,0.2240183275567606,0.21702139412480653,0.22270354628562927,77721600,50.0,50.0,0.2138260692358017,,
2010-02-19,0.22118963833153835,0.22560655664198612,0.21950327979867154,0.22270354628562927,92966400,50.0,50.0,0.21715571582317353,,
2010-02-22,0.22533308930348533,0.22533308930348533,0.21863436377945852,0.2211400717496872,50995200,50.0,50.0,0.22000403106212615,,
2010-02-23,0.21992435177004543,0.22111527847769402,0.20957852559764117,0.21250630915164948,82252800,50.0,50.0,0.2195227026939392,,
2010-02-24,0.2162524786868927,0.22143824683025207,0.21508632575179024,0.21893253922462463,70617600,50.0,50.0,0.21959720253944398,,
2010-02-25,0.2119356154542849,0.22029687595410125,0.2076930509404609,0.21880774199962616,91238400,50.0,50.0,0.21881804168224334,,
2010-02-26,0.21816270343211014,0.22245576600645495,0.21600475068729466,0.22153732180595398,57600000,50.0,50.0,0.2185847967863083,,
2010-03-01,0.22434126200524862,0.23198320472904624,0.22434126200524862,0.23104000091552734,28454400,50.0,50.0,0.22056478261947632,,
2010-03-02,0.23307415767234557,0.23744152874364918,0.231808909572388,0.2324291467666626,48422400,50.0,50.0,0.22454935014247895,,
2010-03-03,0.2350348601611587,0.23706895897559244,0.23146207988628717,0.2337200790643692,47961600,50.0,50.0,0.22750685811042787,,
2010-03-04,0.23453845058880482,0.2366220965791143,0.230891363806745,0.23630008101463318,29452800,50.0,50.0,0.23100532591342926,,
2010-03-05,0.24133627269135957,0.24783680720129703,0.24004625131296958,0.24674497544765472,26880000,50.0,50.0,0.23604685664176941,,
2010-03-08,0.24696894706022507,0.2498471838560848,0.24696894706022507,0.24806080758571625,25344000,50.0,50.0,0.2394510179758072,,
2010-03-09,0.2466954833815398,0.2563219928815139,0.2464973221062685,0.25245195627212524,46425600,50.0,50.0,0.24345557987689972,,
2010-03-10,0.2527996880503155,0.26016819797522506,0.2526253492928921,0.25862953066825867,40089600,50.0,50.0,0.24843747019767762,,
2010-03-11,0.2570670483610182,0.2613839203087833,0.255354950852508,0.26101139187812805,53913600,50.0,50.0,0.2533797323703766,0.2292572923004627,
2010-03-12,0.2638896309238186,0.2638896309238186,0.2586047812766019,0.2616068720817566,36134400,50.0,50.0,0.25635211169719696,0.23203487023711206,
2010-03-15,0.25986998510364984,0.26163160144975806,0.2543126394972971,0.25984519720077515,42393600,50.0,50.0,0.2587089896202087,0.2346822053194046,
2010-03-16,0.2624014332458816,0.2655026187120233,0.2596718391933583,0.26475852727890015,46579200,50.0,50.0,0.2611703038215637,0.2371744841337204,
2010-03-17,0.2655026672079408,0.27036544161856385,0.2643860471574205,0.2665944993495941,39820800,50.0,50.0,0.2627632975578308,0.23957620710134506,
2010-03-18,0.2675119405182011,0.270142468102485,0.2657503240898934,0.26929834485054016,52185600,50.0,50.0,0.26442068815231323,0.24190594702959062,
2010-03-19,0.26453468203544617,0.2722509627601394,0.2617069578062,0.26453468203544617,40051200,50.0,50.0,0.2650062501430511,0.24399750381708146,
2010-03-22,0.2614334311227535,0.2748566053512704,0.26044066570920155,0.27168017625808716,58790400,50.0,50.0,0.26737324595451356,0.24652450904250145,
2010-03-23,0.2735408627635887,0.2779577943820783,0.26929832667348874,0.27736231684684753,55334400,50.0,50.0,0.269894003868103,0.24976730942726136,
2010-03-24,0.27540258680405527,0.27599803604808854,0.27168022690013893,0.27341705560684204,89241600,50.0,50.0,0.2712585151195526,0.25249153524637225,
