Date,Close,MA5,MA20,Action,CurrentSplit,BuyAmount,SellAmount,Shares,AvgPrice,Cash,StockValue,TotalAsset,Peak,Drawdown
2021-12-03,372.64495849609375,380.0407775878906,384.3159790039063,3분할 매수,22,7500000.0,0.0,144243.0406776702,382.70451252694227,284967334.3012493,53751441.90668077,338718776.2079301,340174446.08258283,-0.004279186433361182
2021-12-06,375.6308898925781,377.4166259765625,383.7129516601563,3분할 매수,25,7500000.0,0.0,164209.44972923896,381.3008914787414,277467334.3012493,61682141.7305646,339149476.0318139,340174446.08258283,-0.00301307185937207
2021-12-07,386.9425048828125,378.1966552734375,383.70176239013676,1분할 매수,26,2500000.0,0.0,170670.35792219423,380.6114696995499,274967334.3012493,66039615.80366,341006950.1049093,341006950.1049093,0.0
2021-12-08,388.6739196777344,380.6263122558594,383.91039733886726,1분할 매수,27,2500000.0,0.0,177102.484888863,380.8511377800732,272467334.3012493,68835116.98642111,341302451.28767043,341302451.28767043,0.0
2021-12-09,382.9547729492188,381.3694091796875,384.11562347412115,3분할 매수,30,7500000.0,0.0,196687.04298756705,381.1352508258607,264967334.30124933,75322241.88935699,340289576.1906063,341302451.28767043,-0.0029676760106549156
2021-12-10,387.1177062988281,384.2639587402344,384.4764739990235,1분할 매수,31,2500000.0,0.0,203145.027107958,381.31642461441083,262467334.30124933,78641036.94004597,341108371.2412953,341302451.28767043,-0.0005686453339052435
2021-12-13,381.5250244140625,385.4427856445312,384.35781402587895,3분할 매수,34,7500000.0,0.0,222802.9774914704,381.50084746506707,254967334.30124933,85004911.42695907,339972245.7282084,341302451.28767043,-0.0038974392197987256
2021-12-14,377.576171875,383.56951904296875,384.0460861206055,3분할 매수,37,7500000.0,0.0,242666.51909886545,381.5029806020167,247467334.30124933,91625095.32358119,339092429.6248305,341302451.28767043,-0.006475258687718034
2021-12-15,386.1838684082031,383.0715087890625,384.02808990478513,1분할 매수,38,2500000.0,0.0,249140.11938233834,381.1815504812772,244967334.30124933,96213895.07875296,341181229.38000226,341302451.28767043,-0.00035517444193801037
2021-12-16,376.2533874511719,381.7312316894531,383.5033554077148,2분할 매수,40,5000000.0,0.0,262429.0362845121,381.3115295742874,239967334.30124933,98739813.86759417,338707148.1688435,341302451.28767043,-0.007604115086297598
2021-12-17,374.3761901855469,379.18292846679685,382.6843978881836,관망,40,0.0,0.0,262429.0362845121,381.05539469186306,239967334.30124933,98247182.79826027,338214517.0995096,341302451.28767043,-0.009047500762185088
