Date,Close,RSI,WeeklyRSI
2022-08-12,22.41006088256836,,
2022-08-19,22.041275024414062,,
2022-08-26,21.046422958374023,,
2022-09-02,19.099584579467773,,
2022-09-09,22.238534927368164,,
2022-09-16,22.573009490966797,,
2022-09-23,19.479156494140625,,
2022-09-30,18.355030059814453,,
2022-10-07,14.055885314941406,,
2022-10-14,12.32249927520752,,
2022-10-21,13.111964225769043,,
2022-10-28,14.38196849822998,,
2022-11-04,12.408310890197754,,
2022-11-11,11.2841796875,,
2022-11-18,9.936946868896484,23.50531927134263,23.50531927134263
2022-11-25,10.108567237854004,24.43911759412491,24.43911759412491
2022-12-02,11.07823371887207,28.62422030092138,28.62422030092138
2022-12-09,9.72028636932373,29.36589570545995,29.36589570545995
2022-12-16,7.430120468139648,16.158191489510088,16.158191489510088
2022-12-23,5.463212013244629,13.613686877608544,13.613686877608544
2022-12-30,5.411263465881348,15.636781067891889,15.636781067891889
2023-01-06,4.709963798522949,15.966595435730142,15.966595435730142
2023-01-13,5.281393051147461,23.115491227922533,23.115491227922533
2023-01-20,5.991351127624512,29.30379826549064,29.30379826549064
2023-01-27,9.134212493896484,38.73083534811499,38.73083534811499
2023-02-03,10.025988578796387,37.389033625370935,37.389033625370935
2023-02-10,10.528153419494629,44.049799572246954,44.049799572246954
2023-02-17,11.428586959838867,50.46357446397882,50.46357446397882
2023-02-24,10.45888900756836,51.71715466678547,51.71715466678547
2023-03-03,10.502179145812988,51.305984482803794,51.305984482803794
2023-03-10,8.58875560760498,42.22684462610609,42.22684462610609
2023-03-17,9.064949035644531,47.83453347636772,47.83453347636772
2023-03-24,9.821975708007812,58.794612625542044,58.794612625542044
2023-03-31,11.117084503173828,71.86911981856994,71.86911981856994
2023-04-07,9.352605819702148,63.46165760264668,63.46165760264668
2023-04-14,9.317837715148926,66.4889514572861,66.4889514572861
2023-04-21,7.8141188621521,58.49628577994238,58.49628577994238
2023-04-28,7.727198600769043,56.077104797945566,56.077104797945566
2023-05-05,8.109648704528809,45.55366858875715,45.55366858875715
2023-05-12,7.953190803527832,40.39137654198733,40.39137654198733
2023-05-19,8.813700675964355,42.30806159116441,42.30806159116441
2023-05-26,9.743745803833008,42.46094652143804,42.46094652143804
2023-06-02,11.343076705932617,53.745376542162546,53.745376542162546
