Ticker,Strategy,Mode,infinite_split_count,target_profit,quarter_sell_ratio,FinalAsset,Return,CAGR,MDD,WinRate,Trades,AvgHoldDays,ProfitFactor,IS_CAGR,OOS_CAGR,MDD_Worse,StabilityScore,OverfitRisk,Score
SOXL,infinite4,basic,20,5.0,25.0,592543078.0,492.54,11.66,-46.68,100.0,790,74.9,493871981.45,11.19,12.13,-26.52,100.0,낮음,74.65
SOXL,infinite4,basic,30,7.0,25.0,548147992.0,448.15,11.12,-42.56,100.0,758,87.1,448538270.81,11.3,10.8,-21.14,95.6,낮음,73.33
SOXL,infinite4,basic,30,5.0,25.0,500213516.0,400.21,10.5,-46.66,100.0,851,77.1,401099451.36,9.75,11.28,-23.56,100.0,낮음,72.09
SOXL,infinite4,basic,40,5.0,25.0,449445298.0,349.45,9.76,-35.59,100.0,974,66.5,350109749.78,10.25,9.05,-10.89,88.3,낮음,70.22
SOXL,infinite4,basic,40,10.0,25.0,503099462.0,403.1,10.53,-55.14,100.0,652,115.6,403392170.72,10.24,10.78,-33.52,100.0,낮음,68.36
SOXL,infinite4,basic,20,10.0,25.0,714198585.0,614.2,12.96,-54.81,100.0,584,111.8,614784002.95,13.69,12.01,-38.12,87.7,낮음,68.31
SOXL,infinite4,basic,20,7.0,25.0,628369922.0,528.37,12.07,-45.41,100.0,686,92.9,529698825.21,13.16,10.69,-27.57,81.2,낮음,67.67
SOXL,infinite4,basic,40,7.0,25.0,501973420.0,401.97,10.52,-37.44,100.0,857,94.9,402266129.56,11.66,9.06,-15.38,77.7,낮음,66.25
SOXL,infinite4,basic,30,10.0,25.0,551939943.0,451.94,11.17,-55.75,100.0,584,120.8,452330222.25,11.96,10.13,-34.92,84.7,낮음,62.59
