Date,Close,WeeklyRSI,WeeklyMode,Action,BuyAmount,SellAmount,Shares,Cash,StockValue,TotalAsset
2001-08-06,35.85135269165039,46.69584531875896,중립,관망,0,0.0,876252.5344105997,65127506.85988073,31414838.65810693,96542345.51798767
2001-08-07,35.665767669677734,46.69584531875896,중립,관망,0,0.0,876252.5344105997,65127506.85988073,31252219.312254746,96379726.17213547
2001-08-08,34.164241790771484,46.69584531875896,중립,관망,0,0.0,876252.5344105997,65127506.85988073,29936503.45538004,95064010.31526077
2001-08-09,34.3076286315918,46.69584531875896,중립,관망,0,0.0,876252.5344105997,65127506.85988073,30062146.538049966,95189653.3979307
2001-08-10,33.97863006591797,36.648694042139,중립,관망,0,0.0,876252.5344105997,65127506.85988073,29773860.711060822,94901367.57094155
2001-08-13,34.67036056518555,36.648694042139,중립,관망,0,0.0,876252.5344105997,65127506.85988073,30379991.314173147,95507498.17405388
2001-08-14,34.24858856201172,36.648694042139,중립,관망,0,0.0,876252.5344105997,65127506.85988073,30010412.527448647,95137919.38732937
2001-08-15,32.983238220214844,36.648694042139,중립,관망,0,0.0,876252.5344105997,65127506.85988073,28901646.083531816,94029152.94341254
2001-08-16,33.37128829956055,36.648694042139,중립,관망,0,0.0,876252.5344105997,65127506.85988073,29241675.94903672,94369182.80891745
2001-08-17,31.85287475585937,36.81006904937281,중립,관망,0,0.0,876252.5344105997,65127506.85988073,27911162.23308519,93038669.09296592
2001-08-20,32.291526794433594,36.81006904937281,중립,관망,0,0.0,876252.5344105997,65127506.85988073,28295532.193610225,93423039.05349095
2001-08-21,30.950254440307617,36.81006904937281,중립,관망,0,0.0,876252.5344105997,65127506.85988073,27120238.893972468,92247745.7538532
2001-08-22,31.7938175201416,36.81006904937281,중립,관망,0,0.0,876252.5344105997,65127506.85988073,27859413.180612206,92986920.04049294
2001-08-23,31.48171615600586,36.81006904937281,중립,관망,0,0.0,876252.5344105997,65127506.85988073,27585933.569295257,92713440.42917599
2001-08-24,33.151954650878906,34.70961372018803,중립,관망,0,0.0,876252.5344105997,65127506.85988073,29049484.28349791,94176991.14337865
2001-08-27,33.194129943847656,34.70961372018803,중립,관망,0,0.0,876252.5344105997,65127506.85988073,29086440.490851287,94213947.35073201
2001-08-28,32.15654754638672,34.70961372018803,중립,관망,0,0.0,876252.5344105997,65127506.85988073,28177256.285416316,93304763.14529705
2001-08-29,31.684154510498047,34.70961372018803,중립,관망,0,0.0,876252.5344105997,65127506.85988073,27763320.690480947,92890827.55036168
2001-08-30,30.5115966796875,34.70961372018803,중립,관망,0,0.0,876252.5344105997,65127506.85988073,26735863.91949021,91863370.77937093
2001-08-31,30.899639129638672,29.603979354613003,침체,매수,400000,0.0,889197.6694111028,64727506.85988073,27475887.099718824,92203393.95959955
2001-09-04,29.921113967895508,29.603979354613003,침체,매수,400000,0.0,902566.1556388945,64327506.85988073,27005784.806436677,91333291.6663174
2001-09-05,29.80302619934082,29.603979354613003,침체,매수,400000,0.0,915987.6114777934,63927506.85988073,27299202.7831443,91226709.64302503
2001-09-06,28.59673118591309,29.603979354613003,침체,매수,400000,0.0,929975.2241667934,63527506.85988073,26594251.495057058,90121758.35493779
2001-09-07,28.428009033203125,29.61376459745938,침체,매수,400000,0.0,944045.8542813684,63127506.85988073,26837344.073268704,89964850.93314943
2001-09-10,28.765426635742188,29.61376459745938,침체,매수,400000,0.0,957951.4363214062,62727506.85988073,27555881.762107264,90283388.621988
2001-09-17,26.31911849975586,27.45833067913844,침체,매수,400000,0.0,973149.5137191621,62327506.85988073,25612437.36955442,87939944.22943515
2001-09-18,25.72861671447754,27.45833067913844,침체,매수,400000,0.0,988696.4047331248,61927506.85988073,25437790.844360523,87365297.70424125
2001-09-19,25.281524658203125,27.45833067913844,침체,매수,400000,0.0,1004518.2353152535,61527506.85988073,25395752.53573727,86923259.39561799
2001-09-20,24.437969207763672,27.45833067913844,침체,매수,400000,0.0,1020886.2074900005,61127506.85988073,24948385.703271266,86075892.563152
2001-09-21,23.77997589111328,26.415707940564232,침체,매수,400000,0.0,1037707.0824072658,60727506.85988073,24676649.401682284,85404156.26156302
2001-09-24,24.977842330932617,26.415707940564232,침체,매수,400000,0.0,1053721.2758952533,60327506.85988073,26319683.890060786,86647190.74994151
2001-09-25,25.053770065307617,26.415707940564232,침체,매수,400000,0.0,1069686.936909836,59927506.85988073,26799690.559202246,86727197.41908297
2001-09-26,24.18490028381348,26.415707940564232,침체,매수,400000,0.0,1086226.1822780592,59527506.85988073,26270271.904062267,85797778.763943
2001-09-27,24.024621963500977,26.415707940564232,침체,매수,400000,0.0,1102875.7678826815,59127506.85988073,26496173.396087274,85623680.255968
2001-09-28,24.446401596069336,26.751387711020755,침체,매수,400000,0.0,1119238.0941918555,58727506.85988073,27361343.93223338,86088850.79211411
2001-10-01,24.23550796508789,26.751387711020755,침체,매수,400000,0.0,1135742.802926503,58327506.85988073,27525303.74661651,85852810.60649724
2001-10-02,24.31143569946289,26.751387711020755,침체,매수,400000,0.0,1152195.96533718,57927506.85988073,28011538.124475427,85939044.98435616
2001-10-03,26.150390625,26.751387711020755,침체,매수,400000,0.0,1167492.1039584363,57527506.85988073,30530374.57011622,88057881.42999695
2001-10-04,26.40346336364746,26.751387711020755,침체,매수,400000,0.0,1182641.6316734527,57127506.85988073,31225834.994214263,88353341.854095
2001-10-05,26.7914981842041,27.530655019733288,침체,매수,400000,0.0,1197571.7411152544,56727506.85988073,32084741.127543483,88812247.98742421
2001-10-08,26.87585830688477,27.530655019733288,침체,매수,400000,0.0,1212454.9867192667,56327506.85988073,32585768.426542867,88913275.2864236
2001-10-09,26.2263126373291,27.530655019733288,침체,매수,400000,0.0,1227706.8448638488,55927506.85988073,32198223.540388197,88125730.40026893
2001-10-10,27.41573143005371,27.530655019733288,침체,매수,400000,0.0,1242297.0082166132,55527506.85988073,34058481.133625895,89585987.99350663
2001-10-11,29.27155494689941,27.530655019733288,침체,매수,400000,0.0,1255962.1517570103,55127506.85988073,36763965.13638134,91891471.99626207
2001-10-12,29.14504051208496,38.07126314328325,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,36605067.79460347,91732574.6544842
2001-10-15,29.01851463317871,38.07126314328325,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,36446156.079479426,91573662.93936016
2001-10-16,29.49089241027832,38.07126314328325,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,37039444.68884764,92166951.54872838
2001-10-17,27.37356376647949,38.07126314328325,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,34380160.04940531,89507666.90928604
2001-10-18,28.11590003967285,38.07126314328325,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,35312506.31241252,90440013.17229325
2001-10-19,28.301469802856445,33.59536208643364,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,35545574.91148163,90673081.77136236
2001-10-22,29.060688018798828,33.59536208643364,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,36499124.25562974,91626631.11551046
2001-10-23,29.212522506713867,33.59536208643364,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,36689822.62578244,91817329.48566318
2001-10-24,29.845186233520508,33.59536208643364,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,37484424.321441114,92611931.18132184
2001-10-25,31.04306411743164,33.59536208643364,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,38988913.60606028,94116420.46594101
2001-10-26,30.37663459777832,40.66844404247776,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,38151903.3525621,93279410.21244283
2001-10-29,28.71482276916504,40.66844404247776,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,36064730.59248172,91192237.45236245
2001-10-30,28.158069610595703,40.66844404247776,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,35365469.69744746,90492976.5573282
2001-10-31,28.59673118591309,40.66844404247776,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,35916412.0334762,91043918.89335693
2001-11-01,29.811443328857425,40.66844404247776,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,37442044.51029394,92569551.37017468
2001-11-02,30.030780792236328,39.53184438637595,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,37717524.062760234,92845030.92264096
2001-11-05,31.00929832458496,39.53184438637595,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,38946505.04822078,94074011.90810151
2001-11-06,32.21561050415039,39.53184438637595,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,40461587.48895846,95589094.3488392
2001-11-07,32.17341613769531,39.53184438637595,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,40408592.96167352,95536099.82155424
2001-11-08,31.84443473815918,39.53184438637595,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,39995404.77522409,95122911.63510482
2001-11-09,31.82755851745605,41.274383649724406,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,39974208.88075626,95101715.74063699
2001-11-12,32.05533981323242,41.274383649724406,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,40260293.56712955,95387800.42701028
2001-11-13,33.20256423950195,41.274383649724406,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,41701164.026095234,96828670.88597596
2001-11-14,33.438777923583984,41.274383649724406,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,41997839.47302935,97125346.33291009
2001-11-15,33.30379104614258,41.274383649724406,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,41828301.06397908,96955807.9238598
2001-11-16,33.21098709106445,48.48180944672689,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,41711742.8088676,96839249.66874833
2001-11-19,34.15580368041992,48.48180944672689,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,42898396.68545022,98025903.54533094
2001-11-20,32.57831573486328,48.48180944672689,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,40917131.53097815,96044638.39085889
2001-11-21,32.409603118896484,48.48180944672689,중립,관망,0,0.0,1255962.1517570103,55127506.85988073,40705234.87079994,95832741.73068067
2001-11-23,33.13508224487305,52.75961241633882,상승,매수,200000,0.0,1261998.0504616513,54927506.85988073,41816409.19491626,96743916.054797
2001-11-26,33.95334243774414,52.75961241633882,상승,매수,200000,0.0,1267888.486738042,54727506.85988073,43049051.96308996,97776558.82297069
2001-11-27,33.91114807128906,52.75961241633882,상승,매수,200000,0.0,1273786.2522628056,54527506.85988073,43195554.21165636,97723061.07153709
2001-11-28,32.687992095947266,52.75961241633882,상승,매수,200000,0.0,1279904.7069972828,54327506.85988073,41837514.94589288,96165021.80577362
2001-11-29,33.70027160644531,52.75961241633882,상승,매수,200000,0.0,1285839.37726747,54127506.85988073,43333136.25617624,97460643.11605698
2001-11-30,33.44719314575195,50.66361566659441,상승,매수,200000,0.0,1291818.95226883,53927506.85988073,43207718.00587848,97135224.86575921
2001-12-03,32.87358856201172,50.66361566659441,상승,매수,200000,0.0,1297902.8636624014,53727506.85988073,42666724.73349457,96394231.5933753
2001-12-04,34.44258117675781,50.66361566659441,상승,매수,200000,0.0,1303709.6293915322,53527506.85988073,44903124.74123869,98430631.60111943
2001-12-05,36.1465950012207,50.66361566659441,상승,매수,200000,0.0,1309242.6540095701,53327506.85988073,47324663.97280725,100652170.83268797
